Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/08  07:00:00,16828832.94486462,16828832.94486462,12473139.974070039 
 01/08  08:00:00,12758526.958457012,12758526.958457012,10625227.919450175 
 01/08  09:00:00,10962982.580345549,10962982.580345549,8736707.476395916 
 01/08  10:00:00,9813043.610802472,9813043.610802468,6861625.408238461 
 01/08  11:00:00,9844966.644945825,9844966.644945825,6666114.154826902 
 01/08  12:00:00,8735031.787180258,8735031.787180258,5268921.5049919 
 01/08  13:00:00,7840884.819404287,7840884.819404287,4289943.051141731 
 01/08  14:00:00,7509554.909592973,7509554.909592971,1911316.4156158094 
 01/08  15:00:00,7365821.38742739,7365821.38742739,138155.0765564807 
 01/08  16:00:00,7646740.132500267,7646740.132500263,875587.323010211 
 01/08  17:00:00,10878653.313587295,10878653.313587295,2003411.8798755533 
 01/08  18:00:00,16528100.462558232,16528100.462558232,3400900.392439533 
 01/08  19:00:00,18773358.72939664,18773358.72939664,4177451.2551818965 
 01/08  20:00:00,17699707.16924463,17699707.16924463,4931412.631470588 
 01/08  21:00:00,17135108.539950676,17135108.539950676,5290847.760508322 
 01/08  22:00:00,15449360.310030766,15449360.310030768,5613727.3598000165 
 01/08  23:00:00,15076504.659783486,15076504.659783488,6203424.243840863 
 01/08  24:00:00,12442281.952614076,12442281.952614076,7174199.825578227 
 01/09  01:00:00,10915345.514135297,10915345.514135297,8089950.080716146 
 01/09  02:00:00,9903557.347556366,9903557.347556366,8845545.249847721 
 01/09  03:00:00,10727597.321617782,10727597.321617782,9647296.850889241 
 01/09  04:00:00,9774324.974685404,9774324.974685404,8800944.93317377 
 01/09  05:00:00,10757304.389058061,10757304.389058061,8253011.483490118 
 01/09  06:00:00,12103180.890685037,12103180.890685042,7833384.116067374 
 01/09  07:00:00,16600754.019800123,16600754.019800123,7846665.31876511 
 01/09  08:00:00,12645416.675033074,12645416.675033074,7957002.148919892 
 01/09  09:00:00,9845413.639264725,9845413.639264725,5558727.290131736 
 01/09  10:00:00,10533177.462747589,10533177.46274759,1814940.7585970236 
 01/09  11:00:00,8585730.52567932,8585730.52567932,0.0 
 01/09  12:00:00,8564103.284653127,8564103.284653129,0.0 
 01/09  13:00:00,8487723.663084425,8487723.663084425,0.0 
 01/09  14:00:00,7419773.714606967,7419773.714606967,0.0 
 01/09  15:00:00,7358967.65941182,7358967.65941182,0.0 
 01/09  16:00:00,7605248.909016466,7605248.909016464,0.0 
 01/09  17:00:00,10783770.318645623,10783770.31864562,0.0 
 01/09  18:00:00,16368035.555232799,16368035.555232797,0.0 
 01/09  19:00:00,17873055.017520275,17873055.017520275,0.0 
 01/09  20:00:00,18169889.440059226,18169889.440059226,0.0 
 01/09  21:00:00,16322266.753183551,16322266.75318355,150396.80059536351 
 01/09  22:00:00,15749540.239298156,15749540.239298154,0.0 
 01/09  23:00:00,14808192.25422762,14808192.25422762,481192.27899505413 
 01/09  24:00:00,12235390.579654278,12235390.579654276,2752218.8117333576 
 01/10  01:00:00,10748465.00444726,10748465.004447259,4526071.28547441 
 01/10  02:00:00,9703608.801817171,9703608.801817171,4578422.248722627 
 01/10  03:00:00,10504397.485276498,10504397.485276498,4884148.1125726495 
 01/10  04:00:00,9637635.654223999,9637635.654223999,5883843.729998134 
 01/10  05:00:00,10705632.585166685,10705632.585166685,7149784.648219067 
 01/10  06:00:00,12113300.048605103,12113300.048605103,8052366.694248699 
 01/10  07:00:00,15645299.464394173,15645299.464394173,7832056.146165489 
 01/10  08:00:00,12631656.306046119,12631656.306046117,7884241.380578386 
 01/10  09:00:00,10818515.067632763,10818515.067632763,5619486.737790495 
