dataset,cpd_algo,forecast_algo,delta,window_days,n_runs,raw_best_min_segment,raw_best_result_dir,raw_best_n_detected,raw_best_n_true,raw_best_tp,raw_best_tn,raw_best_fp,raw_best_fn,raw_best_tp_rate,raw_best_fp_rate,raw_best_precision,raw_best_recall,raw_best_f1_score,raw_best_gmean,raw_best_covering,raw_best_rand_index,residual_best_min_segment,residual_best_result_dir,residual_best_n_detected,residual_best_n_true,residual_best_tp,residual_best_tn,residual_best_fp,residual_best_fn,residual_best_tp_rate,residual_best_fp_rate,residual_best_precision,residual_best_recall,residual_best_f1_score,residual_best_gmean,residual_best_covering,residual_best_rand_index,residual_minus_raw_n_detected,residual_minus_raw_n_true,residual_minus_raw_tp,residual_minus_raw_tn,residual_minus_raw_fp,residual_minus_raw_fn,residual_minus_raw_tp_rate,residual_minus_raw_fp_rate,residual_minus_raw_precision,residual_minus_raw_recall,residual_minus_raw_f1_score,residual_minus_raw_gmean,residual_minus_raw_covering,residual_minus_raw_rand_index
ASHRAE901_ApartmentMidRise_STD2019,EWMA,LSVR,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_LSVR,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_LSVR,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,Lasso,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_Lasso,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_Lasso,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,Lasso,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_Lasso,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_Lasso,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,Lasso,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_Lasso,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_Lasso,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,MLP,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_MLP,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_MLP,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,MLP,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_MLP,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_MLP,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,MLP,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_MLP,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_MLP,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,SARIMAX,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_SARIMAX,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_SARIMAX,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,SARIMAX,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_SARIMAX,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_SARIMAX,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,SARIMAX,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_SARIMAX,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_SARIMAX,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,SGD,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_SGD,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_SGD,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,SGD,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_SGD,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_SGD,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,SGD,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_SGD,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_SGD,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,SVR,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_SVR,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_SVR,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,SVR,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_SVR,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_SVR,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,SVR,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_SVR,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_SVR,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,XGB,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_XGB,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d1_w28/forecast_XGB,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,XGB,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_XGB,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d3_w28/forecast_XGB,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,EWMA,XGB,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_XGB,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_EWMA_ms28_d7_w28/forecast_XGB,0.0,4.0,0.0,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27735962667469516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,ARIMA,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d1_w28/forecast_ARIMA,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d1_w28/forecast_ARIMA,10.0,4.0,3.0,354.0,7.0,1.0,0.75,0.019390581717451522,0.3,0.75,0.4285714285714285,0.8575879335158065,0.38904109589041097,0.8141953936474484,3.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.008310249307479223,-0.12857142857142856,0.0,-0.11688311688311692,-0.0036261807975392912,-0.0602739726027397,-0.04585277735962667
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,ARIMA,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d3_w28/forecast_ARIMA,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d3_w28/forecast_ARIMA,10.0,4.0,3.0,354.0,7.0,1.0,0.75,0.019390581717451522,0.3,0.75,0.4285714285714285,0.8575879335158065,0.38904109589041097,0.8141953936474484,3.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.008310249307479223,-0.12857142857142856,0.0,-0.11688311688311692,-0.0036261807975392912,-0.0602739726027397,-0.04585277735962667
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,ARIMA,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d7_w28/forecast_ARIMA,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d7_w28/forecast_ARIMA,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,HybridKNNMLP,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d1_w28/forecast_HybridKNNMLP,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d1_w28/forecast_HybridKNNMLP,9.0,4.0,3.0,355.0,6.0,1.0,0.75,0.01662049861495845,0.3333333333333333,0.75,0.46153846153846156,0.8587983616884589,0.3232876712328767,0.8281800391389432,2.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0055401662049861505,-0.09523809523809523,0.0,-0.08391608391608385,-0.0024157526248869132,-0.12602739726027395,-0.031868131868131866
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,HybridKNNMLP,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d3_w28/forecast_HybridKNNMLP,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d3_w28/forecast_HybridKNNMLP,9.0,4.0,3.0,355.0,6.0,1.0,0.75,0.01662049861495845,0.3333333333333333,0.75,0.46153846153846156,0.8587983616884589,0.3232876712328767,0.8281800391389432,2.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0055401662049861505,-0.09523809523809523,0.0,-0.08391608391608385,-0.0024157526248869132,-0.12602739726027395,-0.031868131868131866
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,HybridKNNMLP,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d7_w28/forecast_HybridKNNMLP,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d7_w28/forecast_HybridKNNMLP,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.4602739726027397,0.8620352250489237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010958904109589052,0.0019870540418486238
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,HybridLRXGB,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d1_w28/forecast_HybridLRXGB,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d1_w28/forecast_HybridLRXGB,10.0,4.0,1.0,352.0,9.0,3.0,0.25,0.024930747922437674,0.1,0.25,0.14285714285714288,0.49372797471825575,0.3106375782174869,0.7915098600030107,3.0,0.0,-2.0,-5.0,5.0,2.0,-0.5,0.013850415512465375,-0.3285714285714285,-0.5,-0.4025974025974025,-0.3674861395950901,-0.13867749027566378,-0.06853831100406438
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,HybridLRXGB,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d3_w28/forecast_HybridLRXGB,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d3_w28/forecast_HybridLRXGB,10.0,4.0,1.0,352.0,9.0,3.0,0.25,0.024930747922437674,0.1,0.25,0.14285714285714288,0.49372797471825575,0.3106375782174869,0.7915098600030107,3.0,0.0,-2.0,-5.0,5.0,2.0,-0.5,0.013850415512465375,-0.3285714285714285,-0.5,-0.4025974025974025,-0.3674861395950901,-0.13867749027566378,-0.06853831100406438
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,HybridLRXGB,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d7_w28/forecast_HybridLRXGB,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d7_w28/forecast_HybridLRXGB,9.0,4.0,1.0,353.0,8.0,3.0,0.25,0.0221606648199446,0.1111111111111111,0.25,0.15384615384615383,0.4944287954751562,0.34896847664631125,0.8001053740779768,2.0,0.0,-2.0,-4.0,4.0,2.0,-0.5,0.0110803324099723,-0.31746031746031744,-0.5,-0.39160839160839156,-0.3667853188381896,-0.10034659184683942,-0.05994279692909832
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,HybridLassoMLP,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d1_w28/forecast_HybridLassoMLP,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d1_w28/forecast_HybridLassoMLP,10.0,4.0,1.0,352.0,9.0,3.0,0.25,0.024930747922437674,0.1,0.25,0.14285714285714288,0.49372797471825575,0.3190913820010404,0.8027397260273973,3.0,0.0,-2.0,-5.0,5.0,2.0,-0.5,0.013850415512465375,-0.3285714285714285,-0.5,-0.4025974025974025,-0.3674861395950901,-0.13022368649211025,-0.0573084449796778
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,HybridLassoMLP,3,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d3_w28/forecast_HybridLassoMLP,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d3_w28/forecast_HybridLassoMLP,10.0,4.0,1.0,352.0,9.0,3.0,0.25,0.024930747922437674,0.1,0.25,0.14285714285714288,0.49372797471825575,0.3190913820010404,0.8027397260273973,3.0,0.0,-2.0,-5.0,5.0,2.0,-0.5,0.013850415512465375,-0.3285714285714285,-0.5,-0.4025974025974025,-0.3674861395950901,-0.13022368649211025,-0.0573084449796778
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,HybridLassoMLP,7,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d7_w28/forecast_HybridLassoMLP,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d7_w28/forecast_HybridLassoMLP,9.0,4.0,1.0,353.0,8.0,3.0,0.25,0.0221606648199446,0.1111111111111111,0.25,0.15384615384615383,0.4944287954751562,0.3297945205479452,0.804049375282252,2.0,0.0,-2.0,-4.0,4.0,2.0,-0.5,0.0110803324099723,-0.31746031746031744,-0.5,-0.39160839160839156,-0.3667853188381896,-0.11952054794520545,-0.055998795724823136
ASHRAE901_ApartmentMidRise_STD2019,KernelCPD,HybridLassoXGB,1,28,1,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d1_w28/forecast_HybridLassoXGB,7.0,4.0,3.0,357.0,4.0,1.0,0.75,0.0110803324099723,0.42857142857142855,0.75,0.5454545454545454,0.8612141143133458,0.44931506849315067,0.8600481710070751,28,/home/mdeschietere/serenity/ECOS2026/results/raw/ASHRAE901_ApartmentMidRise_STD2019/cpd_KernelCPD_ms28_d1_w28/forecast_HybridLassoXGB,10.0,4.0,1.0,352.0,9.0,3.0,0.25,0.024930747922437674,0.1,0.25,0.14285714285714288,0.49372797471825575,0.3259246575342466,0.7882583170254404,3.0,0.0,-2.0,-5.0,5.0,2.0,-0.5,0.013850415512465375,-0.3285714285714285,-0.5,-0.4025974025974025,-0.3674861395950901,-0.12339041095890407,-0.07178985398163473
