,trend,"s(1,7)","s(2,7)","s(3,7)","s(4,7)","s(5,7)","s(6,7)","s(7,7)","sin(1,freq=YE-DEC)","cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)",lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_12,lag_13,lag_14,lag_15,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,is_weekend,is_holiday
2004-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963879353.7831776,1116098507.192355,810993945.3811642,786993893.7749121,1096142005.863825,1428764907.318199,1447970138.2768347,1463922471.7826347,1131642124.4885027,1506029510.5700777,1406377297.4661944,1078357030.9178183,1235834678.798638,1202972364.856686,1297927443.6893346,413938616.1723315,786993893.7749121,1963879353.7831776,0,0
2004-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665339031.3036673,1963879353.7831776,1116098507.192355,810993945.3811642,786993893.7749121,1096142005.863825,1428764907.318199,1447970138.2768347,763049662.6784681,1131642124.4885027,1506029510.5700777,1406377297.4661944,1266887377.8024714,1221469631.5593626,1307194980.9700232,439847267.5442331,786993893.7749121,1963879353.7831776,1,0
2004-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1442292278.5586946,1665339031.3036673,1963879353.7831776,1116098507.192355,810993945.3811642,786993893.7749121,1096142005.863825,1428764907.318199,789892301.7635626,763049662.6784681,1131642124.4885027,1506029510.5700777,1268819859.4082565,1216916972.1299782,1285209767.1571052,440705895.0985826,786993893.7749121,1963879353.7831776,1,0
2004-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079375888.1138787,1442292278.5586946,1665339031.3036673,1963879353.7831776,1116098507.192355,810993945.3811642,786993893.7749121,1096142005.863825,1129856987.653697,789892301.7635626,763049662.6784681,1131642124.4885027,1266424699.7296927,1213183669.5317907,1246426039.7007651,441844870.1135067,786993893.7749121,1963879353.7831776,0,0
2004-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714984089.6203965,1079375888.1138787,1442292278.5586946,1665339031.3036673,1963879353.7831776,1116098507.192355,810993945.3811642,786993893.7749121,1463922471.7826347,1129856987.653697,789892301.7635626,763049662.6784681,1256137584.8504765,1209750414.313357,1200709097.7841938,455494861.1355245,714984089.6203965,1963879353.7831776,0,0
2004-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737452087.0200745,714984089.6203965,1079375888.1138787,1442292278.5586946,1665339031.3036673,1963879353.7831776,1116098507.192355,810993945.3811642,1447970138.2768347,1463922471.7826347,1129856987.653697,789892301.7635626,1245631605.0846062,1206004684.6888223,1179702932.47788,468145733.67505354,714984089.6203965,1963879353.7831776,0,0
2004-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065515367.977764,737452087.0200745,714984089.6203965,1079375888.1138787,1442292278.5586946,1665339031.3036673,1963879353.7831776,1116098507.192355,1428764907.318199,1447970138.2768347,1463922471.7826347,1129856987.653697,1238405442.3396647,1201408854.7119699,1182544870.498127,470860928.01250327,714984089.6203965,1963879353.7831776,0,0
2004-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428148809.9090257,1065515367.977764,737452087.0200745,714984089.6203965,1079375888.1138787,1442292278.5586946,1665339031.3036673,1963879353.7831776,1096142005.863825,1428764907.318199,1447970138.2768347,1463922471.7826347,1161872507.5005002,1198853593.149569,1196535767.1903152,364908481.6129734,714984089.6203965,1665339031.3036673,0,0
2004-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1446920886.442793,1428148809.9090257,1065515367.977764,737452087.0200745,714984089.6203965,1079375888.1138787,1442292278.5586946,1665339031.3036673,786993893.7749121,1096142005.863825,1428764907.318199,1447970138.2768347,1130669915.3775182,1198778646.5899947,1198998707.261331,321431181.120559,714984089.6203965,1446920886.442793,1,0
2004-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486192999.707217,1446920886.442793,1428148809.9090257,1065515367.977764,737452087.0200745,714984089.6203965,1079375888.1138787,1442292278.5586946,810993945.3811642,786993893.7749121,1096142005.863825,1428764907.318199,1136941446.970164,1202880653.1892104,1183677603.6443985,328866960.6077823,714984089.6203965,1486192999.707217,1,0
2004-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125271385.8638735,1486192999.707217,1446920886.442793,1428148809.9090257,1065515367.977764,737452087.0200745,714984089.6203965,1079375888.1138787,1116098507.192355,810993945.3811642,786993893.7749121,1096142005.863825,1143497946.6487348,1204961323.1892138,1165036623.8637278,327984336.4196798,714984089.6203965,1486192999.707217,0,0
2004-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747732951.2295306,1125271385.8638735,1486192999.707217,1446920886.442793,1428148809.9090257,1065515367.977764,737452087.0200745,714984089.6203965,1963879353.7831776,1116098507.192355,810993945.3811642,786993893.7749121,1148176355.4500396,1202156970.1502578,1134788651.72433,321012705.61340225,737452087.0200745,1486192999.707217,0,0
2004-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725595760.4183949,747732951.2295306,1125271385.8638735,1486192999.707217,1446920886.442793,1428148809.9090257,1065515367.977764,737452087.0200745,1665339031.3036673,1963879353.7831776,1116098507.192355,810993945.3811642,1146482594.5069425,1196057099.7957745,1119629490.1643968,323562151.63614327,725595760.4183949,1486192999.707217,0,0
2004-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052805415.261574,725595760.4183949,747732951.2295306,1125271385.8638735,1486192999.707217,1446920886.442793,1428148809.9090257,1065515367.977764,1442292278.5586946,1665339031.3036673,1963879353.7831776,1116098507.192355,1144666886.9760582,1191536164.6578615,1128203361.7437577,324127403.0406205,725595760.4183949,1486192999.707217,0,0
2004-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573392386.581014,1052805415.261574,725595760.4183949,747732951.2295306,1125271385.8638735,1486192999.707217,1446920886.442793,1428148809.9090257,1079375888.1138787,1442292278.5586946,1665339031.3036673,1963879353.7831776,1165415969.357771,1163644238.4291356,1166425449.1359327,348994107.60429406,725595760.4183949,1573392386.581014,0,0
2004-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729911758.9365864,1573392386.581014,1052805415.261574,725595760.4183949,747732951.2295306,1125271385.8638735,1486192999.707217,1446920886.442793,714984089.6203965,1079375888.1138787,1442292278.5586946,1665339031.3036673,1205843236.8568842,1168256576.1172013,1198030041.195197,399739759.7733967,725595760.4183949,1729911758.9365864,1,0
2004-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1717242728.1426022,1729911758.9365864,1573392386.581014,1052805415.261574,725595760.4183949,747732951.2295306,1125271385.8638735,1486192999.707217,737452087.0200745,714984089.6203965,1079375888.1138787,1442292278.5586946,1238850340.9190822,1187895893.9446232,1219326231.10269,434752500.6616219,725595760.4183949,1729911758.9365864,1,0
2004-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223505373.778655,1717242728.1426022,1729911758.9365864,1573392386.581014,1052805415.261574,725595760.4183949,747732951.2295306,1125271385.8638735,1065515367.977764,737452087.0200745,714984089.6203965,1079375888.1138787,1252883767.764051,1198190857.206393,1213230500.3131053,432052302.09841067,725595760.4183949,1729911758.9365864,0,0
2004-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783783610.665254,1223505373.778655,1717242728.1426022,1729911758.9365864,1573392386.581014,1052805415.261574,725595760.4183949,747732951.2295306,1428148809.9090257,1065515367.977764,737452087.0200745,714984089.6203965,1258033861.9691544,1203105108.709597,1189155636.9829443,425187624.4952713,725595760.4183949,1729911758.9365864,0,0
2004-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795100109.4301406,783783610.665254,1223505373.778655,1717242728.1426022,1729911758.9365864,1573392386.581014,1052805415.261574,725595760.4183949,1446920886.442793,1428148809.9090257,1065515367.977764,737452087.0200745,1267963054.685118,1207222824.5960305,1177937569.814332,411265182.3589682,783783610.665254,1729911758.9365864,0,0
2004-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484593564.548841,795100109.4301406,783783610.665254,1223505373.778655,1717242728.1426022,1729911758.9365864,1573392386.581014,1052805415.261574,1486192999.707217,1446920886.442793,1428148809.9090257,1065515367.977764,1329647076.0118706,1237156981.4939644,1201989033.2100112,405963019.64521414,783783610.665254,1729911758.9365864,0,0
2004-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1683941428.4392362,1484593564.548841,795100109.4301406,783783610.665254,1223505373.778655,1717242728.1426022,1729911758.9365864,1573392386.581014,1125271385.8638735,1486192999.707217,1446920886.442793,1428148809.9090257,1345439796.2773306,1255427882.817551,1231790670.765867,418967516.9510082,783783610.665254,1729911758.9365864,0,0
2004-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407872327.4767804,1683941428.4392362,1484593564.548841,795100109.4301406,783783610.665254,1223505373.778655,1717242728.1426022,1729911758.9365864,747732951.2295306,1125271385.8638735,1486192999.707217,1446920886.442793,1299434163.211644,1252638700.0342643,1241057848.75997,386105811.1720688,783783610.665254,1717242728.1426022,1,0
2004-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502704790.597061,1407872327.4767804,1683941428.4392362,1484593564.548841,795100109.4301406,783783610.665254,1223505373.778655,1717242728.1426022,725595760.4183949,747732951.2295306,1125271385.8638735,1486192999.707217,1268785886.419424,1253818113.669253,1242350592.7204509,354646753.2302891,783783610.665254,1683941428.4392362,1,0
2004-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1197370790.7023313,1502704790.597061,1407872327.4767804,1683941428.4392362,1484593564.548841,795100109.4301406,783783610.665254,1223505373.778655,1052805415.261574,725595760.4183949,747732951.2295306,1125271385.8638735,1265052374.5513778,1258968071.1577146,1233997281.1346338,355339775.1345188,783783610.665254,1683941428.4392362,0,0
2004-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808027104.536495,1197370790.7023313,1502704790.597061,1407872327.4767804,1683941428.4392362,1484593564.548841,795100109.4301406,783783610.665254,1573392386.581014,1052805415.261574,725595760.4183949,747732951.2295306,1268515730.8186977,1263274796.3939264,1213306021.0419104,349944434.93197614,795100109.4301406,1683941428.4392362,0,0
2004-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777253423.0812907,808027104.536495,1197370790.7023313,1502704790.597061,1407872327.4767804,1683941428.4392362,1484593564.548841,795100109.4301406,1729911758.9365864,1573392386.581014,1052805415.261574,725595760.4183949,1265966204.1974337,1266964629.4412758,1202676401.615826,354009757.1786174,777253423.0812907,1683941428.4392362,0,0
2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078898391.1956644,777253423.0812907,808027104.536495,1197370790.7023313,1502704790.597061,1407872327.4767804,1683941428.4392362,1484593564.548841,1717242728.1426022,1729911758.9365864,1573392386.581014,1052805415.261574,1208009750.8612654,1268828413.436568,1212406551.529851,345355189.05658805,777253423.0812907,1683941428.4392362,0,0
2004-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1497021788.554387,1078898391.1956644,777253423.0812907,808027104.536495,1197370790.7023313,1502704790.597061,1407872327.4767804,1683941428.4392362,1223505373.778655,1717242728.1426022,1729911758.9365864,1573392386.581014,1181306945.16343,1263373370.7203803,1235274146.3022919,307583852.262074,777253423.0812907,1502704790.597061,0,0
2004-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1835411119.0433664,1497021788.554387,1078898391.1956644,777253423.0812907,808027104.536495,1197370790.7023313,1502704790.597061,1407872327.4767804,783783610.665254,1223505373.778655,1717242728.1426022,1729911758.9365864,1242383915.387228,1270909039.299436,1259251233.3639922,391163772.3547077,777253423.0812907,1835411119.0433664,1,0
2004-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1767312934.308555,1835411119.0433664,1497021788.554387,1078898391.1956644,777253423.0812907,808027104.536495,1197370790.7023313,1502704790.597061,795100109.4301406,783783610.665254,1223505373.778655,1717242728.1426022,1280185078.774584,1274485482.5970042,1252699019.3815048,431245406.1548993,777253423.0812907,1835411119.0433664,1,0
2004-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158948745.5000153,1767312934.308555,1835411119.0433664,1497021788.554387,1078898391.1956644,777253423.0812907,808027104.536495,1197370790.7023313,1484593564.548841,795100109.4301406,783783610.665254,1223505373.778655,1274696215.1742535,1269874294.8628156,1235819343.1880498,432717142.1783155,777253423.0812907,1835411119.0433664,0,0
2004-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761475957.9026804,1158948745.5000153,1767312934.308555,1835411119.0433664,1497021788.554387,1078898391.1956644,777253423.0812907,808027104.536495,1683941428.4392362,1484593564.548841,795100109.4301406,783783610.665254,1268046051.3694227,1268280891.0940604,1213125465.832849,441355894.1319082,761475957.9026804,1835411119.0433664,0,0
2004-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758975346.2078259,761475957.9026804,1158948745.5000153,1767312934.308555,1835411119.0433664,1497021788.554387,1078898391.1956644,777253423.0812907,1407872327.4767804,1683941428.4392362,1484593564.548841,795100109.4301406,1265434897.5303562,1265700550.863895,1202445447.769314,444784218.0411775,758975346.2078259,1835411119.0433664,0,0
2004-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040748058.7781808,758975346.2078259,761475957.9026804,1158948745.5000153,1767312934.308555,1835411119.0433664,1497021788.554387,1078898391.1956644,1502704790.597061,1407872327.4767804,1683941428.4392362,1484593564.548841,1259984850.0421445,1233997300.4517047,1213304246.7412403,447675177.9844656,758975346.2078259,1835411119.0433664,0,0
2004-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361263407.832331,1040748058.7781808,758975346.2078259,761475957.9026804,1158948745.5000153,1767312934.308555,1835411119.0433664,1497021788.554387,1197370790.7023313,1502704790.597061,1407872327.4767804,1683941428.4392362,1240590795.653279,1210948870.4083545,1234097957.434982,438542343.1722173,758975346.2078259,1835411119.0433664,0,0
2004-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395033523.1127777,1361263407.832331,1040748058.7781808,758975346.2078259,761475957.9026804,1158948745.5000153,1767312934.308555,1835411119.0433664,808027104.536495,1197370790.7023313,1502704790.597061,1407872327.4767804,1177679710.520338,1210031812.953783,1245081895.9394827,364292242.35698545,758975346.2078259,1767312934.308555,1,0
2004-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375955776.3830884,1395033523.1127777,1361263407.832331,1040748058.7781808,758975346.2078259,761475957.9026804,1158948745.5000153,1767312934.308555,777253423.0812907,808027104.536495,1197370790.7023313,1502704790.597061,1121771545.1024141,1200978311.9384992,1243342128.155285,278693088.6672116,758975346.2078259,1395033523.1127777,1,0
2004-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066866382.1854328,1375955776.3830884,1395033523.1127777,1361263407.832331,1040748058.7781808,758975346.2078259,761475957.9026804,1158948745.5000153,1078898391.1956644,777253423.0812907,808027104.536495,1197370790.7023313,1108616921.7717595,1191656568.4730065,1230673644.6800394,278818982.467705,758975346.2078259,1395033523.1127777,0,0
2004-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727818374.697053,1066866382.1854328,1375955776.3830884,1395033523.1127777,1361263407.832331,1040748058.7781808,758975346.2078259,761475957.9026804,1497021788.554387,1078898391.1956644,777253423.0812907,808027104.536495,1103808695.5995271,1185927373.484475,1205394490.513034,286000874.50092095,727818374.697053,1395033523.1127777,0,0
2004-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704764991.3862303,727818374.697053,1066866382.1854328,1375955776.3830884,1395033523.1127777,1361263407.832331,1040748058.7781808,758975346.2078259,1835411119.0433664,1497021788.554387,1078898391.1956644,777253423.0812907,1096064359.196442,1180749628.363399,1191377610.6971126,297401248.90094465,704764991.3862303,1395033523.1127777,0,0
2004-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072518663.900944,704764991.3862303,727818374.697053,1066866382.1854328,1375955776.3830884,1395033523.1127777,1361263407.832331,1040748058.7781808,1767312934.308555,1835411119.0433664,1497021788.554387,1078898391.1956644,1100603017.0711224,1180293933.5566335,1202203801.1194928,296657863.4990459,704764991.3862303,1395033523.1127777,0,0
2004-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585474592.398996,1072518663.900944,704764991.3862303,727818374.697053,1066866382.1854328,1375955776.3830884,1395033523.1127777,1361263407.832331,1158948745.5000153,1767312934.308555,1835411119.0433664,1497021788.554387,1132633186.2949317,1186611990.9741054,1230866428.8521795,338627231.36228496,704764991.3862303,1585474592.398996,0,0
2004-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679490644.1622465,1585474592.398996,1072518663.900944,704764991.3862303,727818374.697053,1066866382.1854328,1375955776.3830884,1395033523.1127777,761475957.9026804,1158948745.5000153,1767312934.308555,1835411119.0433664,1173269917.8734272,1175474814.1968827,1251755936.4822018,388726584.65598154,704764991.3862303,1679490644.1622465,1,0
2004-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574675885.6936686,1679490644.1622465,1585474592.398996,1072518663.900944,704764991.3862303,727818374.697053,1066866382.1854328,1375955776.3830884,758975346.2078259,761475957.9026804,1158948745.5000153,1767312934.308555,1201658504.917796,1161715025.010105,1251798719.7859573,412523525.86470765,704764991.3862303,1679490644.1622465,1,0
2004-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032749518.0304576,1574675885.6936686,1679490644.1622465,1585474592.398996,1072518663.900944,704764991.3862303,727818374.697053,1066866382.1854328,1040748058.7781808,758975346.2078259,761475957.9026804,1158948745.5000153,1196784667.181371,1152700794.4765651,1228559978.4224195,414577898.9509981,704764991.3862303,1679490644.1622465,0,0
2004-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704737615.7705668,1032749518.0304576,1574675885.6936686,1679490644.1622465,1585474592.398996,1072518663.900944,704764991.3862303,727818374.697053,1361263407.832331,1040748058.7781808,758975346.2078259,761475957.9026804,1193487415.9061584,1148648055.752843,1194809808.0100183,418997577.5676833,704737615.7705668,1679490644.1622465,0,0
2004-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699111590.5255846,704737615.7705668,1032749518.0304576,1574675885.6936686,1679490644.1622465,1585474592.398996,1072518663.900944,704764991.3862303,1395033523.1127777,1361263407.832331,1040748058.7781808,758975346.2078259,1192679787.2117805,1144372073.2041113,1177330015.234916,420100603.5639661,699111590.5255846,1679490644.1622465,0,0
2004-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036877159.8141234,699111590.5255846,704737615.7705668,1032749518.0304576,1574675885.6936686,1679490644.1622465,1585474592.398996,1072518663.900944,1375955776.3830884,1395033523.1127777,1361263407.832331,1040748058.7781808,1187588143.770806,1144095580.4209645,1185766466.8732116,422011333.1825408,699111590.5255846,1679490644.1622465,0,0
2004-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425569971.6370077,1036877159.8141234,699111590.5255846,704737615.7705668,1032749518.0304576,1574675885.6936686,1679490644.1622465,1585474592.398996,1066866382.1854328,1375955776.3830884,1395033523.1127777,1361263407.832331,1164744626.5190935,1148688906.4070127,1206782128.946774,400672420.7372344,699111590.5255846,1679490644.1622465,0,0
2004-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548243188.9183729,1425569971.6370077,1036877159.8141234,699111590.5255846,704737615.7705668,1032749518.0304576,1574675885.6936686,1679490644.1622465,727818374.697053,1066866382.1854328,1375955776.3830884,1395033523.1127777,1145994990.0556831,1159632453.9645553,1208903783.092425,374805988.71213144,699111590.5255846,1574675885.6936686,1,0
2004-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437151817.4691174,1548243188.9183729,1425569971.6370077,1036877159.8141234,699111590.5255846,704737615.7705668,1032749518.0304576,1574675885.6936686,704764991.3862303,727818374.697053,1066866382.1854328,1375955776.3830884,1126348694.595033,1164003599.7564144,1200677462.7267544,351468425.4272947,699111590.5255846,1548243188.9183729,1,0
2004-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070073000.673687,1437151817.4691174,1548243188.9183729,1425569971.6370077,1036877159.8141234,699111590.5255846,704737615.7705668,1032749518.0304576,1072518663.900944,704764991.3862303,727818374.697053,1066866382.1854328,1131680620.6869228,1164232643.934147,1189417485.1666515,350092241.71539605,699111590.5255846,1548243188.9183729,0,0
2004-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711380247.9880528,1070073000.673687,1437151817.4691174,1548243188.9183729,1425569971.6370077,1036877159.8141234,699111590.5255846,704737615.7705668,1585474592.398996,1072518663.900944,704764991.3862303,727818374.697053,1132629568.1465638,1163058492.0263612,1163040000.4130177,348748533.23244745,699111590.5255846,1548243188.9183729,0,0
2004-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694498243.4729867,711380247.9880528,1070073000.673687,1437151817.4691174,1548243188.9183729,1425569971.6370077,1036877159.8141234,699111590.5255846,1679490644.1622465,1585474592.398996,1072518663.900944,704764991.3862303,1131970518.567621,1162325152.889701,1146277582.1720395,349707357.87367225,694498243.4729867,1548243188.9183729,0,0
2004-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017311884.9221194,694498243.4729867,711380247.9880528,1070073000.673687,1437151817.4691174,1548243188.9183729,1425569971.6370077,1036877159.8141234,1574675885.6936686,1679490644.1622465,1585474592.398996,1072518663.900944,1129175479.297335,1158381811.5340705,1153253741.5182269,350670925.17645913,694498243.4729867,1548243188.9183729,0,0
2004-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328794224.1180222,1017311884.9221194,694498243.4729867,711380247.9880528,1070073000.673687,1437151817.4691174,1548243188.9183729,1425569971.6370077,1032749518.0304576,1574675885.6936686,1679490644.1622465,1585474592.398996,1115350372.5089085,1140047499.5140011,1171638434.8861182,338742921.1401071,694498243.4729867,1548243188.9183729,0,0
2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352224665.5209198,1328794224.1180222,1017311884.9221194,694498243.4729867,711380247.9880528,1070073000.673687,1437151817.4691174,1548243188.9183729,704737615.7705668,1032749518.0304576,1574675885.6936686,1679490644.1622465,1087347726.3092723,1116671358.1824777,1180749310.69696,303233903.82314444,694498243.4729867,1437151817.4691174,1,0
2004-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550507699.845112,1352224665.5209198,1328794224.1180222,1017311884.9221194,694498243.4729867,711380247.9880528,1070073000.673687,1437151817.4691174,699111590.5255846,704737615.7705668,1032749518.0304576,1574675885.6936686,960684280.9344143,1043516487.7647237,1149198841.0733175,317603976.57806706,550507699.845112,1352224665.5209198,1,0
2004-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29869572.957769163,550507699.845112,1352224665.5209198,1328794224.1180222,1017311884.9221194,694498243.4729867,711380247.9880528,1070073000.673687,1036877159.8141234,699111590.5255846,704737615.7705668,1032749518.0304576,803549627.558492,967615124.1227074,1087022818.006613,483326264.2085339,-29869572.957769163,1352224665.5209198,0,0
2004-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-370925975.2906956,-29869572.957769163,550507699.845112,1352224665.5209198,1328794224.1180222,1017311884.9221194,694498243.4729867,711380247.9880528,1425569971.6370077,1036877159.8141234,699111590.5255846,704737615.7705668,648934452.804385,890782010.4754744,1015748187.6866379,658936320.5639985,-370925975.2906956,1352224665.5209198,0,0
2004-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75297396.12233807,-370925975.2906956,-29869572.957769163,550507699.845112,1352224665.5209198,1328794224.1180222,1017311884.9221194,694498243.4729867,1548243188.9183729,1425569971.6370077,1036877159.8141234,699111590.5255846,538963647.14791,835467082.8577656,974606649.6325594,712152033.4700435,-370925975.2906956,1352224665.5209198,0,0
2004-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310299014.2185716,-75297396.12233807,-370925975.2906956,-29869572.957769163,550507699.845112,1352224665.5209198,1328794224.1180222,1017311884.9221194,1437151817.4691174,1548243188.9183729,1425569971.6370077,1036877159.8141234,437961808.4759746,783568643.8866547,959567418.1764225,682522770.135222,-370925975.2906956,1352224665.5209198,0,0
2004-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461363969.5166705,310299014.2185716,-75297396.12233807,-370925975.2906956,-29869572.957769163,550507699.845112,1352224665.5209198,1328794224.1180222,1070073000.673687,1437151817.4691174,1548243188.9183729,1425569971.6370077,314043200.6757816,714696786.592345,949647038.9533839,561916142.8225005,-370925975.2906956,1352224665.5209198,0,0
2004-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515673857.3097983,461363969.5166705,310299014.2185716,-75297396.12233807,-370925975.2906956,-29869572.957769163,550507699.845112,1352224665.5209198,711380247.9880528,1070073000.673687,1437151817.4691174,1548243188.9183729,194535942.3599071,640941834.3345896,932144565.5711045,355283638.7082217,-370925975.2906956,550507699.845112,1,0
