,trend,trend_squared,trend_cubed,trend**4,trend**5,"cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)",lag_2,lag_3,lag_4,lag_5,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,is_weekend,is_holiday
2004-03-06,795.0,632025.0,502459875.0,399455600625.0,317567202496875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856476452.1403294,824985051.0744101,838428724.9532058,840493364.0861684,836667374.6101024,834724769.4183301,849543566.3050214,13539090.56971175,819500683.3851075,856476452.1403294,1,0
2004-03-07,796.0,633616.0,504358336.0,401469235456.0,319569511422976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849631323.2564832,856476452.1403294,824985051.0744101,838428724.9532058,837970551.8875574,834078408.9146574,847877039.131232,11958064.477944814,824985051.0744101,856476452.1403294,1,0
2004-03-08,797.0,635209.0,506261573.0,403490473681.0,321581907523757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828622924.327293,849631323.2564832,856476452.1403294,824985051.0744101,836978692.3700485,833035754.2872013,845447285.6817166,13225365.284882905,820213006.7524499,856476452.1403294,0,0
2004-03-09,798.0,636804.0,508169592.0,405519334416.0,323604428863968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820213006.7524499,828622924.327293,849631323.2564832,856476452.1403294,832937282.9834751,831483886.1428953,842683451.5366876,16003062.793660462,812203498.3801547,856476452.1403294,0,0
2004-03-10,799.0,638401.0,510082399.0,407555836801.0,325637113603999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812203498.3801547,820213006.7524499,828622924.327293,849631323.2564832,829178021.2316633,829909664.0604751,840181246.9590931,17517236.362233993,812113892.6905224,856476452.1403294,0,0
2004-03-11,800.0,640000.0,512000000.0,409600000000.0,327680000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812113892.6905224,812203498.3801547,820213006.7524499,828622924.327293,827602255.8398341,828098678.5469896,838132059.611752,18429635.899119258,812113892.6905224,856476452.1403294,0,0
2004-03-12,801.0,641601.0,513922401.0,411651843201.0,329733126404001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813954693.3316066,812113892.6905224,812203498.3801547,820213006.7524499,823534897.2785527,828121619.9668967,836904975.4931209,13469397.294711122,812113892.6905224,849631323.2564832,0,0
2004-03-13,802.0,643204.0,515849608.0,413711385616.0,331796531264032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828004942.2113585,813954693.3316066,812113892.6905224,812203498.3801547,821977580.579546,829322477.5948241,836065852.785455,10177117.012373887,812113892.6905224,838730106.3634367,1,0
2004-03-14,803.0,644809.0,517781627.0,415778646481.0,333870253124243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838730106.3634367,828004942.2113585,813954693.3316066,812113892.6905224,827154994.8183479,832562773.3529527,835928685.99043,19274153.640242893,812113892.6905224,864864823.9989067,1,0
2004-03-15,804.0,646416.0,519718464.0,417853645056.0,335954330625024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864864823.9989067,838730106.3634367,828004942.2113585,813954693.3316066,834119961.7673047,835549327.0686766,835373681.2876452,24459149.82285873,812113892.6905224,868967775.3951467,0,0
2004-03-16,805.0,648025.0,521660125.0,419936400625.0,338048802503125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868967775.3951467,864864823.9989067,838730106.3634367,828004942.2113585,842553178.258688,837745230.6210815,835663620.9429158,25784155.43886972,812113892.6905224,871236013.819838,0,0
2004-03-17,806.0,649636.0,523606616.0,422026932496.0,340153707591776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871236013.819838,868967775.3951467,864864823.9989067,838730106.3634367,842444685.5889062,835811353.4102848,834346442.199689,25934740.371667992,811354444.0020504,871236013.819838,0,0
2004-03-18,807.0,651249.0,525557943.0,424125260001.0,342269084820807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811354444.0020504,871236013.819838,868967775.3951467,864864823.9989067,840331942.8427565,833967099.3412954,832794403.8798281,29056919.806552835,799165494.1085587,871236013.819838,0,0
2004-03-19,808.0,652864.0,527514112.0,426231402496.0,344394973216768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799165494.1085587,811354444.0020504,871236013.819838,868967775.3951467,841942528.5772601,832738712.9279064,832787839.3552858,28568115.3324368,799165494.1085587,871236013.819838,0,0
2004-03-20,809.0,654481.0,529475129.0,428345379361.0,346531411903049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839279042.3528844,799165494.1085587,811354444.0020504,871236013.819838,844867898.9170351,833422739.7482907,833567728.9078947,29225232.205645565,799165494.1085587,871236013.819838,1,0
2004-03-21,810.0,656100.0,531441000.0,430467210000.0,348678440100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859207698.7418607,839279042.3528844,799165494.1085587,811354444.0020504,840237892.166682,833696443.4925148,833782572.7460457,28073816.497991517,799165494.1085587,871236013.819838,1,0
2004-03-22,811.0,657721.0,533411731.0,432596913841.0,350836097125051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832454776.7464341,859207698.7418607,839279042.3528844,799165494.1085587,834261646.2638905,834190804.0155975,833788465.3051578,25249194.090567082,799165494.1085587,871236013.819838,0,0
2004-03-23,812.0,659344.0,535387328.0,434734510336.0,353004422392832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827134054.0756072,832454776.7464341,859207698.7418607,839279042.3528844,827743079.3415253,835148128.8001068,833386267.7713101,19302436.724748395,799165494.1085587,859207698.7418607,0,0
2004-03-24,813.0,660969.0,537367797.0,436880018961.0,355183455415293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825606045.363282,827134054.0756072,832454776.7464341,859207698.7418607,828681276.5291345,835562981.0590203,832823322.8639259,18516715.71552423,799165494.1085587,859207698.7418607,0,0
2004-03-25,814.0,662596.0,539353144.0,439033459216.0,357373235801824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817921824.3153135,825606045.363282,827134054.0756072,832454776.7464341,832957215.1350793,836644578.988918,832662236.5955838,13280427.178232513,817921824.3153135,859207698.7418607,0,0
2004-03-26,815.0,664225.0,541343375.0,441194850625.0,359573803259375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829097064.3501723,817921824.3153135,825606045.363282,827134054.0756072,830113328.6758251,836027928.6265427,832169531.1053736,13821490.759049473,817921824.3153135,859207698.7418607,0,0
2004-03-27,816.0,665856.0,543338496.0,443364212736.0,361785197592576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819371837.1381056,829097064.3501723,817921824.3153135,825606045.363282,821718247.2209865,833293073.0690109,830873985.7066268,10698579.650856098,800442128.5579915,832454776.7464341,1,0
2004-03-28,817.0,667489.0,545338513.0,445541565121.0,364007458703857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800442128.5579915,819371837.1381056,829097064.3501723,817921824.3153135,820149786.2354581,830193839.2010701,830667045.2904625,9611824.19381243,800442128.5579915,829097064.3501723,1,0
2004-03-29,818.0,669124.0,547343432.0,447726927376.0,366240626593568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821475549.8477352,800442128.5579915,819371837.1381056,829097064.3501723,820068065.7349303,827164855.9994104,830821842.323778,9544744.295450207,800442128.5579915,829097064.3501723,0,0
2004-03-30,819.0,670761.0,549353259.0,449920319121.0,368484741360099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826562010.5719123,821475549.8477352,800442128.5579915,819371837.1381056,819253440.0935347,823498259.7175301,830835275.0733914,9231516.365096098,800442128.5579915,829097064.3501723,0,0
2004-03-31,820.0,672400.0,551368000.0,452121760000.0,370739843200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819903665.8735129,826562010.5719123,821475549.8477352,800442128.5579915,816936649.561772,822808963.0454532,829986883.9806569,11401404.777701437,800442128.5579915,829097064.3501723,0,0
2004-04-01,821.0,674041.0,553387661.0,454331269681.0,373005972408101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801704290.5929735,819903665.8735129,826562010.5719123,821475549.8477352,811397542.7335471,822177378.934313,828314549.0628712,13696557.111671343,790323316.5525987,826562010.5719123,0,0
2004-04-02,822.0,675684.0,555412248.0,456548867856.0,375283169377632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790323316.5525987,801704290.5929735,819903665.8735129,826562010.5719123,808938238.582784,819525783.6293046,827105481.8338565,13571050.534934077,790323316.5525987,826562010.5719123,0,0
2004-04-03,823.0,677329.0,557441767.0,458774574241.0,377571474600343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802156708.0827649,790323316.5525987,801704290.5929735,819903665.8735129,813226026.5940448,817472136.9075156,827287868.2859367,15095266.957321102,790323316.5525987,830456644.6368163,1,0
2004-04-04,824.0,678976.0,559476224.0,461008408576.0,379870928666624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830456644.6368163,802156708.0827649,790323316.5525987,801704290.5929735,814239259.8252552,817194523.0303566,826357592.6301326,15954848.421422983,790323316.5525987,830456644.6368163,1,0
2004-04-05,825.0,680625.0,561515625.0,463250390625.0,382181572265625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828568182.4662069,830456644.6368163,802156708.0827649,790323316.5525987,811458480.1442684,815763272.9395994,824939766.9484166,15123833.602832546,790323316.5525987,830456644.6368163,0,0
2004-04-06,826.0,682276.0,563559976.0,465500540176.0,384503446185376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807096552.805006,828568182.4662069,830456644.6368163,802156708.0827649,808638705.6033834,813946072.8484591,823991177.6070842,15126908.565442547,790323316.5525987,830456644.6368163,0,0
2004-04-07,827.0,683929.0,565609283.0,467758877041.0,386836591312907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800165244.087318,807096552.805006,828568182.4662069,830456644.6368163,806659548.0953096,811798098.8285408,822912416.9832177,16978403.323462434,787850188.0364573,830456644.6368163,0,0
2004-04-08,828.0,685584.0,567663552.0,470025421056.0,389181048634368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787850188.0364573,800165244.087318,807096552.805006,828568182.4662069,805463688.3404112,808430615.5369791,821904043.6461562,18543472.551493675,781952298.268309,830456644.6368163,0,0
2004-04-09,829.0,687241.0,569722789.0,472300192081.0,391536859235149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781952298.268309,787850188.0364573,800165244.087318,807096552.805006,802221269.1480567,805579753.8654205,820815573.0143483,21035037.14595244,779459773.7362834,830456644.6368163,0,0
2004-04-10,830.0,688900.0,571787000.0,474583210000.0,393904064300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779459773.7362834,781952298.268309,787850188.0364573,800165244.087318,795056870.3546547,804141448.4743499,819693945.0060614,18159412.105968356,779459773.7362834,828568182.4662069,1,0
2004-04-11,831.0,690561.0,573856191.0,476874494721.0,396282705113151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780305853.0830024,779459773.7362834,781952298.268309,787850188.0364573,789365158.5285536,801802209.1769043,818384653.5884662,10558454.395533243,779459773.7362834,807096552.805006,1,0
2004-04-12,832.0,692224.0,575930368.0,479174066176.0,398672823058432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788726199.683499,780305853.0830024,779459773.7362834,781952298.268309,786687040.1310956,799072760.1376821,816705307.5104449,7133352.327016625,779459773.7362834,800165244.087318,0,0
2004-04-13,833.0,693889.0,578009537.0,481481944321.0,401074459619393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788349724.0228008,788726199.683499,780305853.0830024,779459773.7362834,783883020.9843682,796260863.2938758,813894383.7124889,4211695.7569098035,779459773.7362834,788726199.683499,0,0
2004-04-14,834.0,695556.0,580093704.0,483798149136.0,403487656379424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780537110.0602252,788349724.0228008,788726199.683499,780305853.0830024,782611355.0542996,794635451.5748045,810893742.0835167,4157747.1537968516,778948526.5259771,788726199.683499,0,0
2004-04-15,835.0,697225.0,582182875.0,486122700625.0,405912455021875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778948526.5259771,780537110.0602252,788349724.0228008,788726199.683499,783725434.643083,794594561.4917471,808177570.1358484,4925631.334353662,778948526.5259771,789750855.3897928,0,0
2004-04-16,836.0,698896.0,584277056.0,488455618816.0,408348897330176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789750855.3897928,778948526.5259771,780537110.0602252,788349724.0228008,788325533.4506648,795273401.2993606,808187770.8487586,11251776.013876716,778948526.5259771,811660465.3893559,0,0
2004-04-17,837.0,700569.0,586376253.0,490796923761.0,410797025187957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811660465.3893559,789750855.3897928,778948526.5259771,780537110.0602252,792967087.5821165,794011978.9683856,808642145.4452454,13804171.428163843,778948526.5259771,812796732.003164,1,0
2004-04-18,838.0,702244.0,588480472.0,493146635536.0,413256880579168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812796732.003164,811660465.3893559,789750855.3897928,778948526.5259771,794207815.255289,791786486.8919213,807246553.8133395,13749672.068458669,778948526.5259771,812796732.003164,1,0
2004-04-19,839.0,703921.0,590589719.0,495504774241.0,415728505588199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797411293.395707,812796732.003164,811660465.3893559,789750855.3897928,792262232.5740702,789474636.3525829,804430652.03042,15560991.648537517,774730645.2542695,812796732.003164,0,0
2004-04-20,840.0,705600.0,592704000.0,497871360000.0,418211942400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774730645.2542695,797411293.395707,812796732.003164,811660465.3893559,790672348.1649371,787277684.5746527,802329090.1120818,17416533.244205948,769407919.1962941,812796732.003164,0,0
2004-04-21,841.0,707281.0,594823321.0,500246412961.0,420707233300201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769407919.1962941,774730645.2542695,797411293.395707,812796732.003164,789180961.0360678,785896158.0451838,800374915.5303578,18965838.89106421,768508816.6238917,812796732.003164,0,0
2004-04-22,842.0,708964.0,596947688.0,502629953296.0,423214420675232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768508816.6238917,769407919.1962941,774730645.2542695,797411293.395707,785369119.1556196,784547276.8993512,798290312.7591369,21362237.814447153,763067962.2266545,812796732.003164,0,0
2004-04-23,843.0,710649.0,599077107.0,505022001201.0,425733547012443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763067962.2266545,768508816.6238917,769407919.1962941,774730645.2542695,780540936.8903952,784433235.17053,796955024.9330528,17981452.997755837,763067962.2266545,812796732.003164,0,0
2004-04-24,844.0,712336.0,601211584.0,507422576896.0,428264654900224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777863189.5327858,763067962.2266545,768508816.6238917,769407919.1962941,777397027.1310332,785182057.3565748,795678101.5776347,12485996.588840522,763067962.2266545,797411293.395707,1,0
2004-04-25,845.0,714025.0,603351125.0,509831700625.0,430807787028125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790789363.6876299,777863189.5327858,763067962.2266545,768508816.6238917,775508255.5437788,784858035.3995339,794505370.0825287,9626358.094862519,763067962.2266545,790789363.6876299,1,0
2004-04-26,846.0,715716.0,605495736.0,512249392656.0,433362986186976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784189892.2849256,790789363.6876299,777863189.5327858,763067962.2266545,775937185.7126726,784099709.1433715,793748404.3451464,9652791.130158912,763067962.2266545,790789363.6876299,0,0
2004-04-27,847.0,717409.0,607645423.0,514675673281.0,435930295269007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777733156.4365263,784189892.2849256,790789363.6876299,777863189.5327858,776245119.7438759,783458733.9544065,792084667.9307126,9441863.110850798,763067962.2266545,790789363.6876299,0,0
2004-04-28,848.0,719104.0,609800192.0,517110562816.0,438509757267968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771563457.4147178,777733156.4365263,784189892.2849256,790789363.6876299,775383150.8063767,782282055.9212223,789948435.380362,10483770.112403097,762475034.0613967,790789363.6876299,0,0
2004-04-29,849.0,720801.0,611960049.0,519554081601.0,441101415279249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762475034.0613967,771563457.4147178,777733156.4365263,784189892.2849256,774910201.0730798,780139660.1143496,787943556.9876975,11183274.324392438,759757314.0935763,790789363.6876299,0,0
2004-04-30,850.0,722500.0,614125000.0,522006250000.0,443705312500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759757314.0935763,762475034.0613967,771563457.4147178,777733156.4365263,772826539.7262872,776683738.3083413,786662665.9714397,11878555.120288445,759757314.0935763,790789363.6876299,0,0
2004-05-01,851.0,724201.0,616295051.0,524467088401.0,446321492229251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763277560.1052377,759757314.0935763,762475034.0613967,771563457.4147178,769654914.4210644,773525970.7760488,785938154.9713887,8864613.82210345,759757314.0935763,784189892.2849256,1,0
2004-05-02,852.0,725904.0,618470208.0,526936617216.0,448949997868032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768587986.5510697,763277560.1052377,759757314.0935763,762475034.0613967,767197968.460186,771353112.0019823,784765973.7205892,6124562.599750043,759757314.0935763,777733156.4365263,1,0
2004-05-03,853.0,727609.0,620650477.0,529414856881.0,451590872919493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766991270.5587773,768587986.5510697,763277560.1052377,759757314.0935763,766142975.1647953,771040080.438734,782762359.011655,4400839.324092268,759757314.0935763,771563457.4147178,0,0
2004-05-04,854.0,729316.0,622835864.0,531901827856.0,454244160989024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770348203.3687922,766991270.5587773,768587986.5510697,763277560.1052377,764987321.3808173,770616220.5623466,780592548.9603438,3754952.44286514,759757314.0935763,770348203.3687922,0,0
2004-05-05,855.0,731025.0,625026375.0,534397550625.0,456909905784375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763473880.9268711,770348203.3687922,766991270.5587773,768587986.5510697,764599554.8312395,769991352.818808,779014686.1406554,4174361.8785284627,759757314.0935763,770348203.3687922,0,0
2004-05-06,856.0,732736.0,627222016.0,536902045696.0,459588151115776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759760668.2143514,763473880.9268711,770348203.3687922,766991270.5587773,764119500.7142999,769514850.8936899,777555742.513578,4945946.001424643,756396935.2749995,770348203.3687922,0,0
2004-05-07,857.0,734449.0,629422793.0,539415333601.0,462278940896057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756396935.2749995,759760668.2143514,763473880.9268711,770348203.3687922,768083034.643937,770454787.1851121,777661479.4994528,11253582.38948626,756396935.2749995,791022297.6126983,0,0
2004-05-08,858.0,736164.0,631628712.0,541937434896.0,464982319140768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791022297.6126983,756396935.2749995,759760668.2143514,763473880.9268711,768402453.7386487,769028684.0798566,777290533.5643108,11301931.818316264,756396935.2749995,791022297.6126983,1,0
2004-05-09,859.0,737881.0,633839779.0,544468370161.0,467698329968299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770823920.2140512,791022297.6126983,756396935.2749995,759760668.2143514,765478238.8809487,766338103.6705674,776192599.9915973,14043490.680051211,746521766.554877,791022297.6126983,1,0
2004-05-10,860.0,739600.0,636056000.0,547008160000.0,470427017600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746521766.554877,770823920.2140512,791022297.6126983,756396935.2749995,763936796.7357253,765039885.9502603,775501008.5005715,14012000.018072644,746521766.554877,791022297.6126983,0,0
2004-05-11,861.0,741321.0,638277381.0,549556825041.0,473168426360301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759558108.3522285,746521766.554877,770823920.2140512,791022297.6126983,768035330.5074956,766511325.9441565,775615589.0887636,17592470.563966617,746521766.554877,792163617.3292631,0,0
2004-05-12,862.0,743044.0,640503928.0,552114385936.0,475922600676832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792163617.3292631,759558108.3522285,746521766.554877,770823920.2140512,765767319.6267707,765183437.229005,774133418.0229795,19730480.4038076,743884592.0492774,792163617.3292631,0,0
2004-05-13,863.0,744769.0,642735647.0,554680863361.0,478689585080543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743884592.0492774,792163617.3292631,759558108.3522285,746521766.554877,763928888.1143987,764024194.4143492,772899778.1772518,21287239.361972846,743527914.6883943,792163617.3292631,0,0
2004-05-14,864.0,746496.0,644972544.0,557256278016.0,481469424205824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743527914.6883943,743884592.0492774,792163617.3292631,759558108.3522285,758992215.9960054,763537625.3199712,772150347.0525174,17653763.411988575,743527914.6883943,792163617.3292631,0,0
2004-05-15,865.0,748225.0,647214625.0,559840650625.0,484262162790625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756465592.7839468,743527914.6883943,743884592.0492774,792163617.3292631,755298458.1756481,761850455.9571484,770657572.388576,17469618.594185237,743527914.6883943,792163617.3292631,1,0
2004-05-16,866.0,749956.0,649461896.0,562434001936.0,487067845676576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744967615.4715494,756465592.7839468,743527914.6883943,743884592.0492774,758152594.5666897,761815416.7238194,769152247.5853364,17428727.073010083,743527914.6883943,792163617.3292631,1,0
2004-05-17,867.0,751689.0,651714363.0,565036352721.0,489886517809107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766500721.2921691,744967615.4715494,756465592.7839468,743527914.6883943,766857848.4815218,765397322.6086235,769408852.7104326,29373113.68695053,743527914.6883943,820494885.7560527,0,0
2004-05-18,868.0,753424.0,653972032.0,567647723776.0,492718224237568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820494885.7560527,766500721.2921691,744967615.4715494,756465592.7839468,773562753.4355806,770799041.9715382,770798407.9974984,39665768.6454215,743527914.6883943,839097952.0076756,0,0
2004-05-19,869.0,755161.0,656234909.0,570268135921.0,495563010115349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839097952.0076756,820494885.7560527,766500721.2921691,744967615.4715494,781432911.9743415,773600115.8005561,771606576.5497094,38235428.87550868,743527914.6883943,839097952.0076756,0,0
