,trend,trend_squared,"s(1,7)","s(2,7)","s(3,7)","s(4,7)","s(5,7)","s(6,7)","s(7,7)","sin(1,freq=YE-DEC)","cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)","sin(9,freq=YE-DEC)","cos(9,freq=YE-DEC)",lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_11,lag_13,lag_14,lag_17,lag_18,lag_20,lag_22,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,weather_weather_code (wmo code),weather_temperature_2m_max (°C),weather_apparent_temperature_max (°C),weather_apparent_temperature_min (°C),weather_wind_speed_10m_max (km/h),weather_wind_gusts_10m_max (km/h),weather_wind_direction_10m_dominant (°),weather_shortwave_radiation_sum (MJ/m²),weather_et0_fao_evapotranspiration (mm),weather_sunrise (iso8601),weather_sunset (iso8601),weather_daylight_duration (s),weather_sunshine_duration (s),weather_uv_index_max (),weather_uv_index_clear_sky_max (),weather_rain_sum (mm),weather_showers_sum (mm),weather_snowfall_sum (cm),weather_precipitation_sum (mm),weather_precipitation_hours (h),weather_temperature_2m_min (°C),is_weekend,is_holiday
2024-11-12,1047.0,1096209.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7567706633464628,0.6536804747720056,-0.9893724130196828,-0.14540367380369057,-0.5366961939915988,-0.8437755598231867,0.28771676722616835,-0.95771554328878,0.912845859992136,-0.4083043422438925,0.9057022630804699,0.42391439070986425,0.27123391067290675,0.962513462607709,-0.5511016400746025,0.8344381237138457,-0.9917226741361018,0.1283983551465486,4216.60260119,3733.70460119,4794.47460124,5909.49110303,1659.33810278,131.458102675,6583.7756013,6677.980601315,5152.17460122,105.670102675,91.685102725,2315.918102885,1482.612102825,72.35910272500001,119.571102675,2021.781102875,3861.2635304864284,3205.1512092064286,2370.442102351667,2286.943095100018,131.458102675,6583.7756013,53,9.1,6.2,3.2,19.8,43.2,20,3.74,0.52,0.0,0.0,32827.2,14618.15,1.85,1.85,0.0,3.0,0.0,3.0,6.0,6.0,0,0
2024-11-13,1048.0,1098304.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7454378568683006,0.6665751282095628,-0.9937806700284983,-0.11135519690480977,-0.5794210982045624,-0.8150283375168121,0.22132528438243443,-0.9752000402445821,0.8744809578310409,-0.48505984619519404,0.9444892287836603,0.32854238191083746,0.3846650997069948,0.9230562068841787,-0.4316728524737873,0.9020302369860691,-0.960149873671602,0.2794856348516087,4330.53560119,4216.60260119,3733.70460119,4794.47460124,5909.49110303,1659.33810278,131.458102675,6583.7756013,6677.980601315,3375.96860199,123.875102675,91.685102725,2132.83660288,1482.612102825,942.5621028,3046.50960289,3539.3721018992865,3349.052459085357,2371.203702351667,1977.5194048515104,131.458102675,5909.49110303,45,7.9,6.0,0.0,11.9,19.4,335,3.08,0.4,0.0,0.0,32644.14,9788.32,1.5,1.85,0.0,0.0,0.0,0.0,0.0,2.8,0,0
2024-11-14,1049.0,1100401.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7338853664321995,0.6792733388972927,-0.9970175264485266,-0.07717546212664755,-0.620609481827422,-0.784119806576711,0.1538905767040642,-0.9880878960910767,0.829677013552621,-0.5582437220268615,0.9732643737003821,0.22968774213179735,0.49254806795386147,0.8702852410301569,-0.3041148323275225,0.9526353808033811,-0.9057022630804742,0.4239143907098549,2412.65610285,4330.53560119,4216.60260119,3733.70460119,4794.47460124,5909.49110303,1659.33810278,131.458102675,6583.7756013,5152.17460122,105.670102675,123.875102675,2147.79860288,2132.83660288,72.35910272500001,119.571102675,3865.2575304957145,3514.836101951428,2315.188919073667,1436.181273829436,1659.33810278,5909.49110303,51,8.7,7.3,3.8,11.9,22.7,286,0.55,0.19,0.0,0.0,32463.05,0.0,0.4,1.75,0.0,1.5,0.0,1.5,9.0,5.8,0,0
2024-11-15,1050.0,1102500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7221165966101166,0.6917713646142214,-0.9990791668951153,-0.04290475819955585,-0.6601521206712287,-0.7511319308705225,0.08573050015569725,-0.9963183634476753,0.7787639308347618,-0.6273170968742924,0.9917226741361005,0.1283983551465588,0.5933267643772264,0.8049617075822,-0.1708297432253499,0.985300562686108,-0.8296770135526216,0.5582437220268608,128.239102675,2412.65610285,4330.53560119,4216.60260119,3733.70460119,4794.47460124,5909.49110303,1659.33810278,131.458102675,6677.980601315,3375.96860199,105.670102675,2315.918102885,2147.79860288,1482.612102825,942.5621028,3646.529101909286,3515.1478162371427,2232.2683023998334,1877.0558168660841,128.239102675,5909.49110303,45,8.3,6.5,0.4,9.4,14.0,226,3.39,0.46,0.0,0.0,32284.17,10086.17,0.95,1.8,0.0,0.0,0.0,0.0,0.0,3.4,0,0
2024-11-16,1051.0,1104601.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7101350157125358,0.7040655221348057,-0.9999631612477099,-0.008583481082086978,-0.6979441547663436,-0.7161521883143932,0.017166329754707218,-0.9998526477050269,0.722116596610116,-0.6917713646142221,0.9996684675143132,0.025747913654988328,0.6855476064742131,0.7280278011569871,-0.03432760051324319,0.9994106342455054,-0.7338853664321965,0.679273338897296,1440.50610278,128.239102675,2412.65610285,4330.53560119,4216.60260119,3733.70460119,4794.47460124,5909.49110303,1659.33810278,6583.7756013,5152.17460122,3375.96860199,91.685102725,2315.918102885,2132.83660288,72.35910272500001,3008.102673302143,3610.4932448160716,2280.1090190685,1733.6115269742252,128.239102675,4794.47460124,51,6.3,3.3,-1.5,19.1,40.7,198,1.41,0.38,0.0,0.0,32107.73,1038.04,1.8,1.8,0.0,0.2,0.0,0.2,2.0,1.8,1,0
2024-11-17,1052.0,1106704.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6979441547663436,0.7161521883143933,-0.9996684675143132,0.02574791365498839,-0.7338853664321996,-0.6792733388972927,-0.0514787547703462,-0.9986740898848305,0.6601521206712327,-0.751131930870519,0.9970175264485266,-0.07717546212664762,0.7678804460366002,0.6405931786981749,0.10282099713735973,0.9946998756145892,-0.620609481827424,0.7841198065767094,6686.149601295,1440.50610278,128.239102675,2412.65610285,4330.53560119,4216.60260119,3733.70460119,4794.47460124,5909.49110303,131.458102675,6677.980601315,5152.17460122,123.875102675,91.685102725,2147.79860288,1482.612102825,3278.3419590242856,3846.9347447664286,2502.8037190210002,2154.7680926071603,128.239102675,6686.149601295,55,7.5,4.2,0.3,21.6,46.4,229,1.88,0.32,0.0,0.0,31933.97,3600.0,0.75,1.65,0.0,5.8,0.0,5.8,11.0,4.9,1,0
2024-11-18,1053.0,1108809.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6855476064742156,0.7280278011569846,-0.998195433059714,0.06004895851494788,-0.7678804460365986,-0.640593178698177,-0.11988119229922642,-0.9927882451625402,0.5933267643772313,-0.8049617075821963,0.9837979515735172,-0.17928075881073097,0.8391377545563921,0.5439189543287274,0.23803327706148403,0.9712569994658318,-0.49254806795386447,0.8702852410301551,5210.200601215,6686.149601295,1440.50610278,128.239102675,2412.65610285,4330.53560119,4216.60260119,3733.70460119,4794.47460124,1659.33810278,6583.7756013,6677.980601315,105.670102675,123.875102675,2315.918102885,2132.83660288,3489.269959027857,3851.0794590517858,2676.2989189708333,2275.6479490003007,128.239102675,6686.149601295,61,7.7,4.9,2.2,21.6,49.0,235,1.77,0.35,0.0,0.0,31763.16,3600.0,1.3,1.65,0.0,6.0,0.0,6.0,12.0,4.8,0,0
2024-11-19,1054.0,1110916.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6729490241558331,0.7396888608649665,-0.9955457941960382,0.09427922177542382,-0.7998392447397182,-0.6002142805483697,-0.18771856543719745,-0.9822228566828409,0.5221325810768255,-0.8528643314021593,0.9601498736716028,-0.2794856348516059,0.898291751554753,0.43939950965914126,0.3687629311922577,0.9295234803804012,-0.3527520865491,0.9357168190404916,5157.19660122,5210.200601215,6686.149601295,1440.50610278,128.239102675,2412.65610285,4330.53560119,4216.60260119,3733.70460119,5909.49110303,131.458102675,6583.7756013,3375.96860199,105.670102675,91.685102725,2147.79860288,3623.640530460714,3742.4520304735715,2773.979285581833,2352.233686124924,128.239102675,6686.149601295,63,10.0,6.5,-1.0,32.4,67.0,236,0.15,0.27,0.0,0.0,31595.54,0.0,0.25,1.55,0.0,36.2,0.0,36.2,21.0,2.2,0,0
2024-11-20,1055.0,1113025.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6601521206712321,0.7511319308705195,-0.9917226741361016,0.12839835514655004,-0.8296770135526181,-0.5582437220268659,-0.254671120241227,-0.9670277247913208,0.4470937929851159,-0.8944870822287946,0.926323968251496,-0.3767278936351826,0.9444892287836603,0.32854238191083773,0.4925480679538613,0.870285241030157,-0.20455206612620477,0.978855685095357,5841.343601955,5157.19660122,5210.200601215,6686.149601295,1440.50610278,128.239102675,2412.65610285,4330.53560119,4216.60260119,4794.47460124,1659.33810278,131.458102675,5152.17460122,3375.96860199,123.875102675,2315.918102885,3839.4702448557146,3689.4211733775,2934.832485554,2493.005177753285,128.239102675,6686.149601295,61,3.5,-0.9,-5.3,24.5,54.0,253,3.22,0.62,0.0,0.0,31431.36,10800.0,1.0,1.5,0.0,3.6,0.0,3.6,7.0,0.4,0,0
2024-11-21,1056.0,1115136.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6471606673266065,0.7623536388483899,-0.9867305793119816,0.16236614133076263,-0.8573146280763319,-0.5147928015098314,-0.320423273391909,-0.9472744722987176,0.36876293119226367,-0.9295234803803989,0.8826787983255482,-0.46997674302731857,0.9770638564833494,0.21294651993842226,0.6070575744290967,0.7946578517376279,-0.051478754770349015,0.9986740898848304,8490.09210245,5841.343601955,5157.19660122,5210.200601215,6686.149601295,1440.50610278,128.239102675,2412.65610285,4330.53560119,3733.70460119,5909.49110303,1659.33810278,6677.980601315,5152.17460122,105.670102675,91.685102725,4707.675387655714,4286.466459075715,3150.4428522065,2932.759587102329,128.239102675,8490.09210245,61,0.9,-2.6,-6.5,20.5,47.5,234,2.16,0.45,0.0,0.0,31270.9,850.05,1.2,1.7,0.0,3.6,0.0,3.6,4.0,-2.1,0,0
2024-11-22,1057.0,1117249.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6339784927628872,0.7733506777097294,-0.9805753940631432,0.19614254142819565,-0.8826787983255473,-0.4699767430273203,-0.38466509970699864,-0.9230562068841771,0.287716767226172,-0.9577155432887788,0.8296770135526192,-0.5582437220268642,0.9955457941960378,0.09427922177542754,0.7101350157125319,0.7040655221348096,0.10282099713735242,0.9946998756145898,10592.08709875,8490.09210245,5841.343601955,5157.19660122,5210.200601215,6686.149601295,1440.50610278,128.239102675,2412.65610285,4216.60260119,4794.47460124,5909.49110303,6583.7756013,6677.980601315,3375.96860199,123.875102675,6202.510815666429,4924.519958787857,3401.9621020685004,2875.755163838347,1440.50610278,10592.08709875,53,2.5,-1.5,-6.5,23.4,50.8,232,1.66,0.4,0.0,0.0,31114.44,3180.9,1.3,1.45,0.0,2.2,0.0,2.2,7.0,-1.2,0,0
2024-11-23,1058.0,1119364.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6206094818274227,0.7841198065767104,-0.9732643737003824,0.22968774213179569,-0.9057022630804715,-0.4239143907098605,-0.44709379298511415,-0.8944870822287955,0.20455206612620047,-0.9788556850953579,0.7678804460365998,-0.6405931786981754,0.999668467514313,-0.025747913654989064,0.7998392447397198,0.6002142805483678,0.2546711202412294,0.9670277247913202,9742.27110095,10592.08709875,8490.09210245,5841.343601955,5157.19660122,5210.200601215,6686.149601295,1440.50610278,128.239102675,4330.53560119,3733.70460119,4794.47460124,131.458102675,6583.7756013,5152.17460122,105.670102675,7388.477243976428,5198.289958639286,3722.7187686776665,2222.1388338800643,5157.19660122,10592.08709875,53,6.0,0.0,-4.5,32.4,67.7,185,1.42,0.76,0.0,0.0,30962.23,0.0,1.0,1.55,0.0,1.6,0.0,1.6,3.0,0.3,1,0
2024-11-24,1059.0,1121481.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6070575744291004,0.794657851737625,-0.9648061359537646,0.2629622026565146,-0.9263239682514952,-0.37672789363518444,-0.5074150932938453,-0.8617017599480683,0.11988119229922836,-0.9927882451625399,0.6979441547663425,-0.7161521883143943,0.9893724130196834,-0.14540367380368688,0.8744809578310395,0.48505984619519654,0.40045390565126854,0.9163169044870039,10125.80860117,9742.27110095,10592.08709875,8490.09210245,5841.343601955,5157.19660122,5210.200601215,6686.149601295,1440.50610278,2412.65610285,4216.60260119,3733.70460119,1659.33810278,131.458102675,6677.980601315,3375.96860199,7879.857101101429,5579.0995300628565,4028.82698529,2413.0528960810393,5157.19660122,10592.08709875,51,15.3,11.2,0.7,33.8,72.4,188,4.42,1.75,0.0,0.0,30814.57,23061.25,1.35,1.6,0.0,0.3,0.0,0.3,1.0,6.8,1,0
2024-11-25,1060.0,1123600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5933267643772321,0.8049617075821959,-0.9552106508146317,0.2959267013472891,-0.9444892287836617,-0.3285423819108335,-0.5653446739747423,-0.8248547748594247,0.03432760051324613,-0.9994106342455052,0.6206094818274208,-0.784119806576712,0.9648061359537644,-0.26296220265651526,0.932654507538822,0.3607707992167846,0.5366961939915976,0.8437755598231874,1977.19160285,10125.80860117,9742.27110095,10592.08709875,8490.09210245,5841.343601955,5157.19660122,5210.200601215,6686.149601295,128.239102675,4330.53560119,4216.60260119,5909.49110303,1659.33810278,6583.7756013,5152.17460122,7417.998672763571,5453.634315895715,4092.3214019608336,3192.651650738653,1977.19160285,10592.08709875,61,14.3,11.3,5.6,27.7,60.5,194,0.69,0.86,0.0,0.0,30671.75,1057.44,0.5,1.55,0.0,5.8,0.0,5.8,8.0,8.0,0,0
2024-11-26,1061.0,1125721.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5794210982045639,0.8150283375168111,-0.9444892287836615,0.3285423819108342,-0.9601498736716013,-0.27948563485161115,-0.6206094818274219,-0.7841198065767112,-0.051478754770345955,-0.9986740898848305,0.5366961939916035,-0.8437755598231838,0.9263239682514961,-0.3767278936351824,0.973264373700382,0.22968774213179785,0.6601521206712304,0.7511319308705211,3049.11860189,1977.19160285,10125.80860117,9742.27110095,10592.08709875,8490.09210245,5841.343601955,5157.19660122,5210.200601215,1440.50610278,2412.65610285,4330.53560119,4794.47460124,5909.49110303,131.458102675,6677.980601315,7116.844672859287,5370.242601659999,4144.538285263,3523.7096532668897,1977.19160285,10592.08709875,53,9.5,6.6,1.9,18.4,38.5,198,3.38,0.54,0.0,0.0,30534.05,17760.81,1.5,1.5,0.0,0.9,0.0,0.9,3.0,5.9,0,0
2024-11-27,1062.0,1127844.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5653446739747432,0.8248547748594242,-0.9326545075388227,0.36077079921678257,-0.9732643737003822,-0.22968774213179677,-0.6729490241558317,-0.7396888608649679,-0.13690605792347318,-0.9905840354577973,0.44709379298511615,-0.8944870822287945,0.8744809578310394,-0.48505984619519676,0.9955457941960378,0.09427922177542777,0.7678804460365953,0.6405931786981808,4334.80360119,3049.11860189,1977.19160285,10125.80860117,9742.27110095,10592.08709875,8490.09210245,5841.343601955,5157.19660122,6686.149601295,128.239102675,2412.65610285,3733.70460119,4794.47460124,1659.33810278,6583.7756013,6901.624672750001,5370.547458802857,4217.937185206667,3658.045706079616,1977.19160285,10592.08709875,55,10.6,6.1,2.3,29.2,64.1,203,1.07,0.43,0.0,0.0,30401.77,1110.87,0.3,1.4,0.0,2.8,0.0,2.8,6.0,5.7,0,0
2024-11-28,1063.0,1129969.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5511016400746006,0.834438123713847,-0.919720437038947,0.3925739646141708,-0.9837979515735162,-0.17928075881073638,-0.7221165966101146,-0.6917713646142235,-0.22132528438242904,-0.9752000402445833,0.3527520865490961,-0.9357168190404931,0.8100248628547768,-0.5863955333706934,0.9990791668951156,-0.0429047581995501,0.8573146280763294,0.5147928015098356,145.45510267499998,4334.80360119,3049.11860189,1977.19160285,10125.80860117,9742.27110095,10592.08709875,8490.09210245,5841.343601955,5210.200601215,1440.50610278,128.239102675,4216.60260119,3733.70460119,5909.49110303,131.458102675,5709.533672782142,5208.604530218929,4151.1924018664995,4348.617062652683,145.45510267499998,10592.08709875,51,7.6,4.8,-0.6,15.5,36.4,272,2.88,0.39,0.0,0.0,30274.96,13272.67,1.4,1.4,0.0,0.1,0.0,0.1,1.0,2.1,0,0
2024-11-29,1064.0,1132096.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5366961939916003,0.8437755598231858,-0.9057022630804713,0.4239143907098611,-0.9917226741361015,-0.12839835514655115,-0.7678804460366007,-0.6405931786981744,-0.30411483232751985,-0.952635380803382,0.2546711202412291,-0.9670277247913203,0.7338853664321986,-0.6792733388972937,0.983797951573516,-0.17928075881073746,0.9263239682514961,0.3767278936351824,2232.34410283,145.45510267499998,4334.80360119,3049.11860189,1977.19160285,10125.80860117,9742.27110095,10592.08709875,8490.09210245,5157.19660122,6686.149601295,1440.50610278,4330.53560119,4216.60260119,4794.47460124,1659.33810278,4515.284673365,5358.897744515714,4148.406601864666,3910.0453276412677,145.45510267499998,10125.80860117,45,6.8,3.4,-4.2,16.2,33.5,170,5.27,0.54,0.0,0.0,30152.18,25033.09,1.45,1.45,0.0,0.0,0.0,0.0,0.0,-0.2,0,0
2024-11-30,1065.0,1134225.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5221325810768248,0.8528643314021598,-0.8906165093267403,0.45475513555610597,-0.9970175264485267,-0.07717546212664603,-0.8100248628547754,-0.5863955333706954,-0.3846650997070017,-0.9230562068841759,0.15389057670406117,-0.9880878960910773,0.6471606673266028,-0.762353638848393,0.9499899229945007,-0.3122805568857955,0.9732643737003819,0.22968774213179807,7350.554101465,2232.34410283,145.45510267499998,4334.80360119,3049.11860189,1977.19160285,10125.80860117,9742.27110095,10592.08709875,5841.343601955,5210.200601215,6686.149601295,2412.65610285,4330.53560119,3733.70460119,5909.49110303,4173.610816295715,5781.044030136071,4390.368901822667,3455.211166455299,145.45510267499998,10125.80860117,3,7.4,3.4,-4.2,17.3,35.6,179,4.92,0.91,0.0,0.0,30033.26,24985.8,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.2,1,0
2024-12-01,1066.0,1136356.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5074150932938455,0.8617017599480682,-0.8744809578310397,0.48505984619519615,-0.9996684675143132,-0.025747913654987714,-0.8483511978123038,-0.5294338912181853,-0.46238297290351404,-0.8866803180227405,0.05147875477034485,-0.9986740898848306,0.5511016400745995,-0.8344381237138477,0.8982917515547529,-0.4393995096591415,0.9970175264485266,0.07717546212664737,10125.138601105,7350.554101465,2232.34410283,145.45510267499998,4334.80360119,3049.11860189,1977.19160285,10125.80860117,9742.27110095,8490.09210245,5157.19660122,5210.200601215,128.239102675,2412.65610285,4216.60260119,4794.47460124,4173.515102000715,6026.686101551072,4723.744351770333,3455.01880524912,145.45510267499998,10125.138601105,51,6.8,1.9,-5.2,21.2,44.3,180,4.02,1.1,0.0,0.0,29918.37,21600.0,1.4,1.4,0.0,0.2,0.0,0.2,1.0,0.2,1,0
2024-12-02,1067.0,1138489.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4925480679538645,0.8702852410301551,-0.8573146280763325,0.5147928015098305,-0.9996684675143132,0.025747913654986368,-0.8826787983255472,-0.4699767430273205,-0.5366961939916014,-0.8437755598231851,-0.05147875477034216,-0.9986740898848308,0.44709379298511637,-0.8944870822287944,0.8296770135526195,-0.5582437220268639,0.9970175264485266,-0.07717546212664689,8551.474600645,10125.138601105,7350.554101465,2232.34410283,145.45510267499998,4334.80360119,3049.11860189,1977.19160285,10125.80860117,10592.08709875,5841.343601955,5157.19660122,1440.50610278,128.239102675,4330.53560119,3733.70460119,5112.6983874,6265.348530081786,5005.271168369333,3646.7146269298487,145.45510267499998,10125.138601105,53,10.0,7.3,1.7,20.2,40.0,202,1.77,0.34,0.0,0.0,29807.7,5318.65,1.25,1.3,0.0,1.5,0.0,1.5,4.0,5.3,0,0
2024-12-03,1068.0,1140624.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.47753588643748845,0.8786122450571482,-0.8391377545563942,0.5439189543287243,-0.9970175264485268,0.0771754621266447,-0.9128458599921352,-0.40830434224389434,-0.6070575744290999,-0.7946578517376254,-0.1538905767040585,-0.9880878960910776,0.3366372842469095,-0.9416343976591263,0.7454378568683016,-0.6665751282095617,0.9732643737003837,-0.2296877421317907,4246.21960119,8551.474600645,10125.138601105,7350.554101465,2232.34410283,145.45510267499998,4334.80360119,3049.11860189,1977.19160285,9742.27110095,8490.09210245,5841.343601955,6686.149601295,1440.50610278,2412.65610285,4216.60260119,5283.712815871429,6200.278744365357,5034.279535009334,3560.8722675339263,145.45510267499998,10125.138601105,61,7.0,3.8,-0.8,17.6,36.0,273,2.22,0.34,0.0,0.0,29701.39,5291.59,0.8,1.3,0.0,3.6,0.0,3.6,7.0,2.5,0,0
2024-12-04,1069.0,1142761.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4623829729035152,0.8866803180227398,-0.8199717629247776,0.5724039727378142,-0.9917226741361016,0.12839835514654982,-0.9387101892619437,-0.34470738398793527,-0.6729490241558315,-0.7396888608649681,-0.2546711202412265,-0.9670277247913209,0.22132528438243515,-0.975200040244582,0.6471606673266084,-0.7623536388483884,0.9263239682514962,-0.37672789363518194,6049.45760124,4246.21960119,8551.474600645,10125.138601105,7350.554101465,2232.34410283,145.45510267499998,4334.80360119,3049.11860189,10125.80860117,10592.08709875,8490.09210245,5210.200601215,6686.149601295,128.239102675,4330.53560119,5528.663387307142,6215.144030028571,5064.188968343334,3543.6515708996717,145.45510267499998,10125.138601105,45,5.4,2.5,-4.5,14.4,30.2,198,2.89,0.35,0.0,0.0,29599.63,12567.74,1.2,1.25,0.0,0.0,0.0,0.0,0.0,-0.4,0,0
2024-12-05,1070.0,1144900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4470937929851136,0.8944870822287958,-0.7998392447397189,0.6002142805483688,-0.9837979515735165,0.17928075881073505,-0.9601498736716022,-0.279485634851608,-0.7338853664322016,-0.6792733388972904,-0.3527520865490936,-0.9357168190404941,0.1028209971373595,-0.9946998756145892,0.5366961939915978,-0.8437755598231873,0.8573146280763296,-0.5147928015098352,7031.89710296,6049.45760124,4246.21960119,8551.474600645,10125.138601105,7350.554101465,2232.34410283,145.45510267499998,4334.80360119,1977.19160285,9742.27110095,10592.08709875,5157.19660122,5210.200601215,1440.50610278,2412.65610285,6512.440815919285,6110.987244350714,5075.986185064833,2641.04943474037,2232.34410283,10125.138601105,63,6.6,1.3,-2.9,31.3,64.1,181,0.24,0.22,0.0,0.0,29502.58,0.0,0.35,1.25,0.0,13.8,0.0,13.8,11.0,3.1,0,0
2024-12-06,1071.0,1147041.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43167285247378356,0.9020302369860709,-0.7787639308347604,0.6273170968742943,-0.9732643737003825,0.22968774213179546,-0.977063856483351,-0.2129465199384147,-0.7894179103280211,-0.6138561418226102,-0.4470937929851137,-0.8944870822287957,-0.017166329754711874,-0.9998526477050268,0.41612469599147256,-0.9093075592922367,0.7678804460366002,-0.6405931786981749,5365.76810306,7031.89710296,6049.45760124,4246.21960119,8551.474600645,10125.138601105,7350.554101465,2232.34410283,145.45510267499998,3049.11860189,10125.80860117,9742.27110095,5841.343601955,5157.19660122,6686.149601295,128.239102675,6960.072815952143,5737.678744658572,5035.3859351235,1976.6917769048289,4246.21960119,10125.138601105,63,8.5,4.3,0.3,31.7,66.6,255,2.31,0.49,0.0,0.0,29410.41,8950.88,1.15,1.25,0.0,14.3,0.0,14.3,10.0,3.8,0,0
2024-12-07,1072.0,1149184.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41612469599147434,0.9093075592922358,-0.7567706633464624,0.6536804747720062,-0.9601498736716017,0.2794856348516099,-0.989372413019683,-0.1454036738036893,-0.8391377545563943,-0.5439189543287242,-0.5366961939916012,-0.8437755598231852,-0.13690605792347624,-0.9905840354577968,0.2877167672261659,-0.9577155432887806,0.6601521206712307,-0.7511319308705208,1018.805102745,5365.76810306,7031.89710296,6049.45760124,4246.21960119,8551.474600645,10125.138601105,7350.554101465,2232.34410283,4334.80360119,1977.19160285,10125.80860117,8490.09210245,5841.343601955,5210.200601215,1440.50610278,6055.537244706429,5114.574030501071,5064.964168459167,2968.2418054413743,1018.805102745,10125.138601105,61,9.2,5.0,0.3,28.4,64.4,196,3.01,0.62,0.0,0.0,29323.32,16702.05,1.3,1.3,0.0,8.1,0.0,8.1,14.0,4.5,1,0
2024-12-08,1073.0,1151329.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4004539056512665,0.9163169044870048,-0.7338853664321991,0.6792733388972931,-0.9444892287836609,0.3285423819108356,-0.9970175264485267,-0.07717546212664628,-0.8826787983255471,-0.46997674302732073,-0.6206094818274243,-0.7841198065767092,-0.2546711202412263,-0.967027724791321,0.15389057670406164,-0.9880878960910772,0.5366961939915981,-0.8437755598231872,5186.16760122,1018.805102745,5365.76810306,7031.89710296,6049.45760124,4246.21960119,8551.474600645,10125.138601105,7350.554101465,145.45510267499998,3049.11860189,1977.19160285,10592.08709875,8490.09210245,5157.19660122,6686.149601295,5349.969959008572,4761.742530504643,5182.5251517404995,2365.450221695107,1018.805102745,8551.474600645,61,7.1,4.4,-0.5,15.8,41.4,97,2.27,0.35,0.0,0.0,29241.44,9868.38,1.1,1.25,0.0,6.4,0.0,6.4,9.0,3.3,1,0
2024-12-09,1074.0,1153476.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3846650997070013,0.923056206884176,-0.710135015712536,0.7040655221348054,-0.9263239682514944,0.37672789363518644,-0.9999631612477099,-0.008583481082087467,-0.9197204370389457,-0.39257396461417393,-0.6979441547663456,-0.7161521883143913,-0.36876293119226117,-0.9295234803803999,0.017166329754708196,-0.9998526477050269,0.400453905651269,-0.9163169044870036,5693.02660123,5186.16760122,1018.805102745,5365.76810306,7031.89710296,6049.45760124,4246.21960119,8551.474600645,10125.138601105,2232.34410283,4334.80360119,3049.11860189,9742.27110095,10592.08709875,5841.343601955,5210.200601215,4941.620244806429,5027.159316103214,5175.309668347167,1926.6957022163801,1018.805102745,7031.89710296,53,4.3,0.4,-1.4,19.8,43.9,28,0.36,0.22,0.0,0.0,29164.97,0.0,0.1,1.2,0.0,3.1,0.0,3.1,9.0,2.3,0,0
