,trend,trend_squared,"s(1,7)","s(2,7)","s(3,7)","s(4,7)","s(5,7)","s(6,7)","s(7,7)","sin(1,freq=YE-DEC)","cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)","sin(9,freq=YE-DEC)","cos(9,freq=YE-DEC)",lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_11,lag_13,lag_14,lag_17,lag_18,lag_20,lag_22,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,weather_weather_code (wmo code),weather_temperature_2m_max (°C),weather_apparent_temperature_max (°C),weather_apparent_temperature_min (°C),weather_wind_speed_10m_max (km/h),weather_wind_gusts_10m_max (km/h),weather_wind_direction_10m_dominant (°),weather_shortwave_radiation_sum (MJ/m²),weather_et0_fao_evapotranspiration (mm),weather_sunrise (iso8601),weather_sunset (iso8601),weather_daylight_duration (s),weather_sunshine_duration (s),weather_uv_index_max (),weather_uv_index_clear_sky_max (),weather_rain_sum (mm),weather_showers_sum (mm),weather_snowfall_sum (cm),weather_precipitation_sum (mm),weather_precipitation_hours (h),weather_temperature_2m_min (°C),is_weekend,is_holiday
2024-03-27,817.0,667489.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9955457941960382,0.09427922177542453,0.18771856543719884,-0.9822228566828406,-0.9601498736716017,-0.2794856348516098,-0.3687629311922604,0.9295234803804002,0.8906165093267403,0.45475513555610586,0.5366961939916012,-0.8437755598231852,-0.7894179103280193,-0.6138561418226124,-0.6855476064742159,0.7280278011569845,0.6601521206712315,0.7511319308705201,3152.16410233,7095.32960105,7662.970601345,6381.36960127,120.572102675,115.207102675,116.280102675,3060.01960243,3315.699101775,4363.05660124,87.321102725,109.854102675,4162.84460119,3831.93360169,4938.354102295,5703.29360122,3520.5561734314288,2894.7784949871425,3861.154018578833,3488.169483634892,115.207102675,7662.970601345,53,10.3,6.1,1.5,21.6,42.1,199,6.3,1.36,0.0,0.0,45524.98,10583.12,2.95,4.4,2.1,0.0,0.0,2.1,7.0,6.2,0,0
2024-03-28,818.0,669124.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9970175264485267,0.07717546212664653,0.15389057670406214,-0.9880878960910771,-0.9732643737003823,-0.2296877421317963,-0.30411483232751857,0.9526353808033823,0.9263239682514948,0.3767278936351857,0.44709379298511526,-0.8944870822287949,-0.8573146280763321,-0.5147928015098312,-0.5794210982045649,0.8150283375168105,0.7678804460365986,0.6405931786981769,147.38510267499998,3152.16410233,7095.32960105,7662.970601345,6381.36960127,120.572102675,115.207102675,116.280102675,3060.01960243,4835.06710228,111.988102675,87.321102725,4524.49360119,4162.84460119,3344.949102855,4737.7031024,3524.99974486,2897.459280701429,3652.062935291833,3483.1261669354876,115.207102675,7662.970601345,55,10.0,4.2,-0.3,33.6,67.3,198,11.87,2.2,0.0,0.0,45755.38,26824.69,4.4,4.4,2.5,0.0,0.0,2.5,7.0,5.4,0,0
2024-03-29,819.0,670761.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.998195433059714,0.060048958514948375,0.11988119229922739,-0.99278824516254,-0.9837979515735163,-0.1792807588107359,-0.23803327706148592,0.9712569994658313,0.9552106508146315,0.29592670134728977,0.35275208654909523,-0.9357168190404935,-0.9128458599921353,-0.4083043422438939,-0.46238297290351543,0.8866803180227397,0.857314628076332,0.5147928015098313,122.706102675,147.38510267499998,3152.16410233,7095.32960105,7662.970601345,6381.36960127,120.572102675,115.207102675,116.280102675,3315.699101775,4363.05660124,111.988102675,4537.96760119,4524.49360119,3831.93360169,4938.354102295,3526.071030574286,2899.9867806978573,3353.9640520015,3481.9035861658144,120.572102675,7662.970601345,53,12.9,8.6,2.3,31.3,59.4,194,9.24,1.81,0.0,0.0,45984.92,17560.61,3.55,4.55,3.3,0.0,0.0,3.3,13.0,6.6,0,0
2024-03-30,820.0,672400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990791668951153,0.042904758199554596,0.08573050015569475,-0.9963183634476755,-0.9917226741361014,-0.12839835514655154,-0.17082974322534497,0.9853005626861089,0.9770638564833506,0.2129465199384167,0.2546711202412299,-0.96702772479132,-0.9552106508146315,-0.2959267013472899,-0.33663728424691175,0.9416343976591254,0.926323968251494,0.3767278936351876,114.122102675,122.706102675,147.38510267499998,3152.16410233,7095.32960105,7662.970601345,6381.36960127,120.572102675,115.207102675,3060.01960243,4835.06710228,4363.05660124,109.854102675,4537.96760119,4162.84460119,3344.949102855,3525.149602002857,2900.1392092692863,3150.6289520441665,3482.9556915447015,114.122102675,7662.970601345,53,15.8,12.2,3.7,35.4,67.3,194,11.26,1.76,0.0,0.0,46213.47,21868.82,4.45,4.65,1.2,0.0,0.0,1.2,3.0,5.8,1,0
2024-03-31,821.0,674041.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999668467514313,0.025747913654988658,0.05147875477034673,-0.9986740898848305,-0.9970175264485267,-0.07717546212664643,-0.1028209971373608,0.9946998756145891,0.9917226741361014,0.12839835514655165,0.15389057670406195,-0.9880878960910772,-0.9837979515735162,-0.17928075881073613,-0.2045520661262016,0.9788556850953577,0.9732643737003822,0.22968774213179666,3194.02310162,114.122102675,122.706102675,147.38510267499998,3152.16410233,7095.32960105,7662.970601345,6381.36960127,120.572102675,116.280102675,3315.699101775,4835.06710228,87.321102725,109.854102675,4524.49360119,3831.93360169,3069.8143877671428,2816.6368164392857,3184.6886520041667,3247.722870703985,114.122102675,7662.970601345,61,16.0,12.4,3.5,19.6,39.6,157,11.57,2.0,0.0,0.0,46440.87,31635.48,3.75,4.6,3.1,0.0,0.0,3.1,4.0,5.8,1,0
2024-04-01,822.0,675684.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999631612477099,0.008583481082087055,0.01716632975470737,-0.9998526477050269,-0.999668467514313,-0.025747913654989,-0.034327600513243496,0.9994106342455052,0.9990791668951153,0.04290475819955395,0.05147875477034742,-0.9986740898848304,-0.998195433059714,-0.06004895851494874,-0.06861473800213404,0.9976432316860063,0.9970175264485267,0.07717546212664592,2875.22060217,3194.02310162,114.122102675,122.706102675,147.38510267499998,3152.16410233,7095.32960105,7662.970601345,6381.36960127,115.207102675,3060.01960243,3315.699101775,111.988102675,87.321102725,4537.96760119,4162.84460119,2385.8501021707148,2676.6477807171427,3250.327868651833,2547.9519815146487,114.122102675,7095.32960105,55,12.6,7.8,3.6,23.8,46.1,221,9.84,1.68,0.0,0.0,46666.97,18214.97,3.05,4.55,3.2,0.0,0.0,3.2,11.0,7.7,0,0
2024-04-02,823.0,677329.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999631612477099,-0.008583481082086933,-0.017166329754707124,-0.9998526477050269,-0.999668467514313,0.025747913654988634,0.03432760051324301,0.9994106342455054,0.9990791668951154,-0.04290475819955334,-0.05147875477034669,-0.9986740898848305,-0.998195433059714,0.06004895851494788,0.06861473800213305,0.9976432316860064,0.9970175264485268,-0.0771754621266448,3884.51060144,2875.22060217,3194.02310162,114.122102675,122.706102675,147.38510267499998,3152.16410233,7095.32960105,7662.970601345,120.572102675,116.280102675,3060.01960243,4363.05660124,111.988102675,109.854102675,4524.49360119,1927.161673655,2717.277173550357,3234.232068658,1710.086568040384,114.122102675,3884.51060144,51,12.1,7.7,2.2,33.7,64.1,221,8.01,1.72,0.0,0.0,46891.86,5987.36,3.4,4.55,0.9,0.0,0.0,0.9,9.0,6.8,0,0
2024-04-03,824.0,678976.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.999668467514313,-0.025747913654988536,-0.05147875477034649,-0.9986740898848305,-0.9970175264485267,0.07717546212664607,0.10282099713736031,0.9946998756145891,0.9917226741361015,-0.12839835514655104,-0.15389057670406123,-0.9880878960910773,-0.9837979515735165,0.1792807588107353,0.20455206612620064,0.9788556850953579,0.9732643737003825,-0.22968774213179557,3260.110101925,3884.51060144,2875.22060217,3194.02310162,114.122102675,122.706102675,147.38510267499998,3152.16410233,7095.32960105,6381.36960127,115.207102675,116.280102675,4835.06710228,4363.05660124,87.321102725,4537.96760119,1942.5825307400003,2731.569352085714,3198.9169853441663,1723.4090423483333,114.122102675,3884.51060144,61,13.9,10.3,5.0,30.0,55.1,210,6.84,1.31,0.0,0.0,47117.14,12987.68,1.9,4.75,3.9,0.0,0.0,3.9,14.0,8.6,0,0
2024-04-04,825.0,680625.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9990791668951153,-0.04290475819955447,-0.0857305001556945,-0.9963183634476755,-0.9917226741361015,0.12839835514655118,0.1708297432253445,0.9853005626861089,0.9770638564833505,-0.21294651993841698,-0.2546711202412292,-0.9670277247913203,-0.9552106508146317,0.2959267013472891,0.33663728424691086,0.9416343976591257,0.9263239682514943,-0.37672789363518655,117.353102675,3260.110101925,3884.51060144,2875.22060217,3194.02310162,114.122102675,122.706102675,147.38510267499998,3152.16410233,7662.970601345,120.572102675,115.207102675,3315.699101775,4835.06710228,111.988102675,109.854102675,1938.292245025714,2731.645994942857,3000.7956353901664,1728.652277400457,114.122102675,3884.51060144,63,14.4,9.9,4.9,35.3,69.5,222,10.97,1.95,0.0,0.0,47342.99,26063.49,4.25,4.85,9.5,0.0,0.0,9.5,13.0,8.4,0,0
2024-04-05,826.0,682276.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.998195433059714,-0.06004895851494825,-0.11988119229922714,-0.99278824516254,-0.9837979515735163,0.17928075881073555,0.23803327706148544,0.9712569994658314,0.9552106508146317,-0.2959267013472892,-0.3527520865490945,-0.9357168190404938,-0.9128458599921357,0.4083043422438931,0.46238297290351454,0.8866803180227402,0.8573146280763325,-0.5147928015098304,98.027102725,117.353102675,3260.110101925,3884.51060144,2875.22060217,3194.02310162,114.122102675,122.706102675,147.38510267499998,7095.32960105,6381.36960127,120.572102675,3060.01960243,3315.699101775,4363.05660124,87.321102725,1934.7666736042854,2730.418852089286,2813.9534187736667,1732.992013977796,98.027102725,3884.51060144,53,16.8,13.5,8.7,31.8,65.2,205,9.24,1.85,0.0,0.0,47569.3,16280.66,3.8,5.05,4.0,0.0,0.0,4.0,12.0,11.4,0,0
2024-04-06,827.0,683929.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9970175264485267,-0.0771754621266464,-0.1538905767040619,-0.9880878960910772,-0.9732643737003824,0.22968774213179594,0.3041148323275181,0.9526353808033825,0.926323968251495,-0.37672789363518516,-0.4470937929851146,-0.8944870822287952,-0.8573146280763325,0.5147928015098305,0.579421098204564,0.8150283375168111,0.7678804460365993,-0.640593178698176,66.910102725,98.027102725,117.353102675,3260.110101925,3884.51060144,2875.22060217,3194.02310162,114.122102675,122.706102675,3152.16410233,7662.970601345,6381.36960127,116.280102675,3060.01960243,4835.06710228,111.988102675,1928.022102182857,2726.5858520928573,2658.2603187845,1741.3304785939752,66.910102725,3884.51060144,3,23.5,22.0,9.8,28.7,54.7,178,19.56,4.07,0.0,0.0,47795.93,42413.32,5.2,5.25,0.0,0.0,0.0,0.0,0.0,13.0,1,0
2024-04-07,828.0,685584.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9955457941960382,-0.0942792217754244,-0.1877185654371986,-0.9822228566828407,-0.9601498736716018,0.2794856348516095,0.36876293119225995,0.9295234803804003,0.8906165093267402,-0.4547551355561061,-0.5366961939916005,-0.8437755598231856,-0.7894179103280199,0.6138561418226117,0.6855476064742151,0.7280278011569852,0.6601521206712324,-0.7511319308705193,447.119102755,66.910102725,98.027102725,117.353102675,3260.110101925,3884.51060144,2875.22060217,3194.02310162,114.122102675,147.38510267499998,7095.32960105,7662.970601345,115.207102675,116.280102675,3315.699101775,4363.05660124,1535.607245202143,2302.7108164846427,2508.5524854665,1717.836829531362,66.910102725,3884.51060144,53,18.8,16.8,11.0,27.7,53.6,211,16.25,3.39,0.0,0.0,48022.74,36264.18,4.75,5.25,2.2,0.0,0.0,2.2,6.0,13.4,1,0
2024-04-08,829.0,687241.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9937806700284985,-0.11135519690480884,-0.22132528438243262,-0.9752000402445825,-0.9444892287836614,0.3285423819108344,0.4316728524737839,0.9020302369860707,0.8483511978123036,-0.5294338912181857,-0.6206094818274223,-0.7841198065767109,-0.710135015712536,0.7040655221348054,0.7787639308347608,0.6273170968742936,0.5366961939915998,-0.8437755598231861,635.333102775,447.119102755,66.910102725,98.027102725,117.353102675,3260.110101925,3884.51060144,2875.22060217,3194.02310162,122.706102675,3152.16410233,7095.32960105,120.572102675,115.207102675,3060.01960243,4835.06710228,1215.6233167171429,1800.7367094439287,2418.2319521305003,1633.2473695729395,66.910102725,3884.51060144,53,20.3,18.8,9.9,17.1,38.9,158,13.23,2.48,0.0,0.0,48249.59,34411.0,4.2,5.25,1.7,0.0,0.0,1.7,7.0,11.2,0,0
2024-04-09,830.0,688900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9917226741361015,-0.12839835514655107,-0.254671120241229,-0.9670277247913203,-0.9263239682514949,0.3767278936351853,0.49254806795386485,0.8702852410301549,0.7998392447397189,-0.6002142805483689,-0.6979441547663439,-0.7161521883143931,-0.6206094818274215,0.7841198065767114,0.8573146280763329,0.5147928015098298,0.400453905651266,-0.916316904487005,586.07260276,635.333102775,447.119102755,66.910102725,98.027102725,117.353102675,3260.110101925,3884.51060144,2875.22060217,114.122102675,147.38510267499998,3152.16410233,6381.36960127,120.572102675,116.280102675,3315.699101775,744.4178883342856,1335.7897809946428,2310.0365854995002,1134.6155511910831,66.910102725,3260.110101925,53,14.1,13.3,2.6,37.2,69.5,225,11.62,2.04,0.0,0.0,48476.36,23372.47,4.9,5.2,1.3,0.0,0.0,1.3,6.0,7.1,0,0
2024-04-10,831.0,690561.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9893724130196829,-0.14540367380368988,-0.287716767226167,-0.9577155432887803,-0.9057022630804715,0.42391439070986053,0.5511016400746002,0.8344381237138473,0.7454378568683006,-0.6665751282095628,-0.7678804460365998,-0.6405931786981754,-0.522132581076825,0.8528643314021597,0.9197204370389467,0.3925739646141717,0.25467112024122845,-0.9670277247913205,3940.91660139,586.07260276,635.333102775,447.119102755,66.910102725,98.027102725,117.353102675,3260.110101925,3884.51060144,3194.02310162,122.706102675,147.38510267499998,7662.970601345,6381.36960127,115.207102675,3060.01960243,841.6759596864285,1392.1292452132143,2302.6389855061666,1387.2513276242694,66.910102725,3940.91660139,3,12.9,9.9,1.3,17.8,34.6,229,17.18,2.61,0.0,0.0,48702.89,44851.57,5.35,5.35,0.0,0.0,0.0,0.0,0.0,4.4,0,0
2024-04-11,832.0,692224.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9867305793119815,-0.16236614133076344,-0.3204232733919105,-0.9472744722987171,-0.8826787983255476,0.46997674302731957,0.6070575744290992,0.7946578517376259,0.6855476064742171,-0.7280278011569833,-0.8296770135526182,-0.5582437220268657,-0.41612469599147617,0.9093075592922351,0.9648061359537639,0.26296220265651726,0.10282099713736381,-0.9946998756145887,1291.191102775,3940.91660139,586.07260276,635.333102775,447.119102755,66.910102725,98.027102725,117.353102675,3260.110101925,2875.22060217,114.122102675,122.706102675,7095.32960105,7662.970601345,120.572102675,116.280102675,1009.3671025578572,1473.8296737917858,2194.862235559,1355.6901995457174,66.910102725,3940.91660139,3,15.2,13.0,2.9,20.0,40.7,208,9.57,2.08,0.0,0.0,48929.04,10794.68,1.3,5.3,0.0,0.0,0.0,0.0,0.0,7.4,0,0
2024-04-12,833.0,693889.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9837979515735163,-0.17928075881073544,-0.35275208654909435,-0.9357168190404939,-0.8573146280763329,0.51479280150983,0.6601521206712311,0.7511319308705205,0.6206094818274243,-0.7841198065767093,-0.8826787983255465,-0.4699767430273217,-0.3041148323275197,0.952635380803382,0.9917226741361013,0.1283983551465528,-0.05147875477034467,-0.9986740898848306,79.786102725,1291.191102775,3940.91660139,586.07260276,635.333102775,447.119102755,66.910102725,98.027102725,117.353102675,3884.51060144,3194.02310162,114.122102675,3152.16410233,7095.32960105,6381.36960127,115.207102675,1006.7612454150001,1470.7639595096427,2046.2561856101668,1357.7498670828268,66.910102725,3940.91660139,51,18.8,17.3,10.5,19.4,37.8,217,10.74,2.01,0.0,0.0,49154.65,19917.0,4.65,5.55,0.4,0.0,0.0,0.4,4.0,12.1,0,0
2024-04-13,834.0,695556.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980575394063143,-0.19614254142819687,-0.38466509970700097,-0.9230562068841761,-0.8296770135526191,0.5582437220268645,0.7101350157125355,0.704065522134806,0.5511016400746014,-0.8344381237138464,-0.9263239682514947,-0.37672789363518583,-0.18771856543719875,0.9822228566828407,0.9999631612477099,-0.008583481082085998,-0.20455206612619878,-0.9788556850953583,70.11710272500001,79.786102725,1291.191102775,3940.91660139,586.07260276,635.333102775,447.119102755,66.910102725,98.027102725,3260.110101925,2875.22060217,3194.02310162,147.38510267499998,3152.16410233,7662.970601345,120.572102675,1007.2193882721429,1467.6207452274998,2044.9316189451665,1357.3803704032414,70.11710272500001,3940.91660139,3,21.9,20.3,9.7,22.2,43.2,210,19.79,3.51,0.0,0.0,49379.59,45503.6,5.45,5.75,0.0,0.0,0.0,0.0,0.0,11.6,1,0
2024-04-14,835.0,697225.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9770638564833508,-0.21294651993841548,-0.416124695991474,-0.9093075592922361,-0.7998392447397198,0.6002142805483676,0.7567706633464618,0.6536804747720067,0.47753588643748934,-0.8786122450571476,-0.9601498736716013,-0.27948563485161093,-0.06861473800213581,0.9976432316860062,0.9893724130196833,-0.14540367380368785,-0.3527520865490943,-0.9357168190404939,494.331102755,70.11710272500001,79.786102725,1291.191102775,3940.91660139,586.07260276,635.333102775,447.119102755,66.910102725,117.353102675,3884.51060144,2875.22060217,122.706102675,147.38510267499998,7095.32960105,6381.36960127,1013.9639597007143,1274.7856024514283,2058.4986189461665,1354.2471745471903,70.11710272500001,3940.91660139,53,15.6,13.6,6.7,17.0,32.8,269,15.22,2.57,0.0,0.0,49603.7,32766.76,4.15,5.6,0.7,0.0,0.0,0.7,3.0,8.9,1,0
2024-04-15,836.0,698896.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9732643737003825,-0.2296877421317954,-0.44709379298511365,-0.8944870822287957,-0.7678804460366002,0.640593178698175,0.799839244739719,0.6002142805483687,0.4004539056512674,-0.9163169044870043,-0.9837979515735162,-0.17928075881073613,0.05147875477034479,0.9986740898848306,0.9601498736716021,-0.27948563485160827,-0.49254806795386225,-0.8702852410301565,2319.39460255,494.331102755,70.11710272500001,79.786102725,1291.191102775,3940.91660139,586.07260276,635.333102775,447.119102755,98.027102725,3260.110101925,3884.51060144,114.122102675,122.706102675,3152.16410233,7662.970601345,1254.5441739542857,1235.0837453357142,2132.0788356086664,1423.5839993748068,70.11710272500001,3940.91660139,63,11.1,7.0,0.1,42.0,92.5,240,11.88,1.76,0.0,0.0,49826.81,29649.38,5.2,5.5,7.6,0.0,0.0,7.6,11.0,5.6,0,0
2024-04-16,837.0,700569.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9691780654392537,-0.2463612742933147,-0.4775358864374881,-0.8786122450571483,-0.7338853664321989,0.6792733388972934,0.8391377545563937,0.5439189543287248,0.32042327339191184,-0.9472744722987166,-0.9970175264485267,-0.07717546212664579,0.17082974322534425,0.985300562686109,0.9128458599921357,-0.408304342243893,-0.620609481827422,-0.784119806576711,5069.50560122,2319.39460255,494.331102755,70.11710272500001,79.786102725,1291.191102775,3940.91660139,586.07260276,635.333102775,66.910102725,117.353102675,3260.110101925,3194.02310162,114.122102675,147.38510267499998,7095.32960105,1895.0346023057143,1319.7262453199999,2155.627135608,1974.6319888364653,70.11710272500001,5069.50560122,71,9.0,3.2,-2.0,33.5,78.1,271,8.72,1.17,0.0,0.0,50048.77,13627.26,2.35,5.25,14.8,0.0,0.28,15.2,20.0,3.5,0,0
2024-04-17,838.0,702244.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9648061359537646,-0.26296220265651454,-0.5074150932938452,-0.8617017599480683,-0.6979441547663442,0.7161521883143926,0.8744809578310394,0.4850598461951968,0.23803327706148605,-0.9712569994658313,-0.9996684675143132,0.025747913654986614,0.2877167672261654,0.9577155432887808,0.8483511978123046,-0.5294338912181841,-0.7338853664321972,-0.6792733388972952,6820.22660133,5069.50560122,2319.39460255,494.331102755,70.11710272500001,79.786102725,1291.191102775,3940.91660139,586.07260276,447.119102755,98.027102725,117.353102675,2875.22060217,3194.02310162,122.706102675,3152.16410233,2306.364602297143,1574.0202809917857,2221.7991189096665,2654.6363667755136,70.11710272500001,6820.22660133,73,7.8,4.9,-0.9,16.6,37.8,300,12.84,1.39,0.0,0.0,50269.4,23929.49,5.05,5.4,3.7,0.0,0.7,4.7,14.0,2.1,0,0
2024-04-18,839.0,703921.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9601498736716018,-0.2794856348516094,-0.5366961939916004,-0.8437755598231858,-0.6601521206712321,0.7511319308705195,0.9057022630804713,0.423914390709861,0.15389057670406195,-0.9880878960910772,-0.9917226741361016,0.12839835514655004,0.4004539056512666,0.9163169044870046,0.7678804460366004,-0.6405931786981747,-0.8296770135526181,-0.5582437220268659,4938.318102995,6820.22660133,5069.50560122,2319.39460255,494.331102755,70.11710272500001,79.786102725,1291.191102775,3940.91660139,635.333102775,66.910102725,98.027102725,3884.51060144,2875.22060217,114.122102675,147.38510267499998,2827.382745185714,1918.374923871786,2275.8864189503333,2777.2572830646204,70.11710272500001,6820.22660133,51,9.5,5.7,-1.7,15.8,32.0,320,14.55,1.92,0.0,0.0,50488.55,33173.35,5.2,5.5,0.7,0.0,0.0,0.7,6.0,1.2,0,0
2024-04-19,840.0,705600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9552106508146317,-0.2959267013472892,-0.5653446739747425,-0.8248547748594246,-0.6206094818274235,0.7841198065767099,0.9326545075388222,0.36077079921678407,0.06861473800213569,-0.9976432316860062,-0.9732643737003829,0.22968774213179396,0.507415093293844,0.861701759948069,0.672949024155834,-0.7396888608649658,-0.9057022630804701,-0.4239143907098637,3190.401102845,4938.318102995,6820.22660133,5069.50560122,2319.39460255,494.331102755,70.11710272500001,79.786102725,1291.191102775,586.07260276,447.119102755,66.910102725,3260.110101925,3884.51060144,3194.02310162,122.706102675,3271.7563166314285,2139.258781023214,2280.232468964167,2499.305504180217,70.11710272500001,6820.22660133,61,9.4,4.4,-0.4,32.1,68.0,278,7.07,1.19,0.0,0.0,50706.03,19497.32,2.45,5.4,8.4,0.0,0.0,8.4,19.0,4.5,0,0
2024-04-20,841.0,707281.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949989922994501,-0.3122805568857946,-0.5933267643772318,-0.8049617075821961,-0.5794210982045639,0.8150283375168111,0.9552106508146315,0.29592670134728977,-0.017166329754705993,-0.9998526477050269,-0.9444892287836615,0.3285423819108342,0.6070575744291005,0.7946578517376249,0.5653446739747435,-0.8248547748594239,-0.9601498736716013,-0.27948563485161115,928.50510274,3190.401102845,4938.318102995,6820.22660133,5069.50560122,2319.39460255,494.331102755,70.11710272500001,79.786102725,3940.91660139,635.333102775,447.119102755,117.353102675,3260.110101925,2875.22060217,114.122102675,3394.383173776429,2200.801281024286,2307.3066356330005,2331.4601716549737,494.331102755,6820.22660133,51,8.3,3.8,-0.5,25.2,47.2,319,12.2,1.64,0.0,0.0,50921.66,23853.37,3.95,5.55,2.8,0.0,0.0,2.8,16.0,4.1,1,0
2024-04-21,842.0,708964.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9444892287836613,-0.32854238191083474,-0.6206094818274228,-0.7841198065767104,-0.5366961939916003,0.8437755598231858,0.9732643737003825,0.22968774213179555,-0.10282099713736108,-0.994699875614589,-0.9057022630804713,0.4239143907098611,0.6979441547663437,0.7161521883143932,0.44709379298511387,-0.8944870822287956,-0.9917226741361015,-0.12839835514655115,7056.27460133,928.50510274,3190.401102845,4938.318102995,6820.22660133,5069.50560122,2319.39460255,494.331102755,70.11710272500001,1291.191102775,586.07260276,635.333102775,98.027102725,117.353102675,3884.51060144,3194.02310162,4331.803673572857,2672.883816636786,2538.6755522548333,2289.908500739901,928.50510274,7056.27460133,73,8.1,3.1,-2.3,25.0,49.0,3,16.28,1.81,0.0,0.0,51135.26,38625.54,4.7,5.55,2.5,0.0,0.42,3.1,14.0,1.6,1,0
2024-04-22,843.0,710649.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9387101892619443,-0.3447073839879337,-0.6471606673266059,-0.7623536388483905,-0.4925480679538645,0.8702852410301551,0.9867305793119814,0.16236614133076424,-0.18771856543719792,-0.9822228566828408,-0.8573146280763325,0.5147928015098305,0.7787639308347597,0.627317096874295,0.32042327339191207,-0.9472744722987165,-0.9996684675143132,0.025747913654986368,8574.97260117,7056.27460133,928.50510274,3190.401102845,4938.318102995,6820.22660133,5069.50560122,2319.39460255,494.331102755,79.786102725,3940.91660139,586.07260276,66.910102725,98.027102725,3260.110101925,2875.22060217,5225.457673375715,3240.0009236650003,2820.4889022046673,2576.381688531755,928.50510274,8574.97260117,73,8.4,5.4,-3.8,15.2,33.8,13,16.11,1.8,0.0,0.0,51346.88,40431.9,4.7,5.65,1.5,0.0,0.42,2.1,8.0,-0.4,0,0
2024-04-23,844.0,712336.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9326545075388224,-0.3607707992167833,-0.6729490241558329,-0.7396888608649669,-0.4470937929851136,0.8944870822287958,0.9955457941960382,0.09427922177542454,-0.27123391067290953,-0.9625134626077082,-0.7998392447397189,0.6002142805483688,0.8483511978123041,0.529433891218185,0.1877185654371989,-0.9822228566828406,-0.9837979515735165,0.17928075881073505,9150.10059994,8574.97260117,7056.27460133,928.50510274,3190.401102845,4938.318102995,6820.22660133,5069.50560122,2319.39460255,70.11710272500001,1291.191102775,3940.91660139,447.119102755,66.910102725,117.353102675,3884.51060144,5808.3998160500005,3851.717209177858,2912.7799354936665,2967.215470501258,928.50510274,9150.10059994,51,8.4,5.5,-5.4,13.0,26.3,327,16.26,2.11,0.0,0.0,51558.08,28440.96,5.4,5.75,0.2,0.0,0.0,0.2,2.0,-1.9,0,0
2024-04-24,845.0,714025.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.926323968251495,-0.37672789363518516,-0.6979441547663436,-0.7161521883143932,-0.4004539056512665,0.9163169044870048,0.9996684675143132,0.025747913654988235,-0.3527520865490945,-0.9357168190404938,-0.7338853664321991,0.6792733388972931,0.9057022630804716,0.42391439070986037,0.05147875477034589,-0.9986740898848305,-0.9444892287836609,0.3285423819108356,8368.114600235,9150.10059994,8574.97260117,7056.27460133,928.50510274,3190.401102845,4938.318102995,6820.22660133,5069.50560122,494.331102755,79.786102725,1291.191102775,635.333102775,447.119102755,98.027102725,3260.110101925,6029.526673036428,4167.945637666786,2936.284735456667,3109.455274242643,928.50510274,9150.10059994,73,7.3,2.5,-1.2,24.3,46.1,295,14.61,1.56,0.0,0.0,51769.05,31149.62,5.2,5.65,4.6,0.0,0.91,5.9,20.0,2.8,0,0
