,trend,trend_squared,trend_cubed,trend**4,trend**5,"cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)",lag_1,lag_3,lag_4,lag_6,lag_9,lag_10,lag_15,lag_16,lag_17,lag_18,lag_19,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,weather_weather_code (wmo code),weather_temperature_2m_max (°C),weather_apparent_temperature_max (°C),weather_apparent_temperature_min (°C),weather_wind_speed_10m_max (km/h),weather_wind_gusts_10m_max (km/h),weather_wind_direction_10m_dominant (°),weather_shortwave_radiation_sum (MJ/m²),weather_et0_fao_evapotranspiration (mm),weather_sunrise (iso8601),weather_sunset (iso8601),weather_daylight_duration (s),weather_sunshine_duration (s),weather_uv_index_max (),weather_uv_index_clear_sky_max (),weather_rain_sum (mm),weather_showers_sum (mm),weather_snowfall_sum (cm),weather_precipitation_sum (mm),weather_precipitation_hours (h),weather_temperature_2m_min (°C),is_weekend,is_holiday
2024-07-26,938.0,879844.0,825293672.0,774125464336.0,726129685547168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07260272,2.71660272,2.70460272,4.19260272,3.98860272,3.91660272,0.0,0.0,0.0,0.0,0.0,3.5120312914286367,2.8844735657142855,1.7595946248333334,0.7450865526825472,2.70460272,4.20460272,61,21.1,22.6,17.5,13.3,26.6,227,8.67,1.82,0.0,0.0,56014.59,9688.79,5.15,6.6,0.0,0.0,0.0,9.0,13.0,16.8,0,0
2024-07-27,939.0,881721.0,827936019.0,777431921841.0,730008574608699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86060272,3.95260272,2.71660272,4.20460272,3.94060272,3.98860272,0.0,0.0,0.0,0.0,0.0,3.529174148571493,3.0888023314285715,1.7639946248333334,0.7255025644260814,2.70460272,4.20460272,55,20.2,21.4,14.7,10.4,20.9,245,3.63,0.95,0.0,0.0,55847.79,0.0,4.55,6.45,0.0,0.0,0.0,4.7,12.0,15.3,1,0
2024-07-28,940.0,883600.0,830584000.0,780748960000.0,733904022400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47660272,4.07260272,3.95260272,2.70460272,2.74060272,3.94060272,0.0,0.0,0.0,0.0,0.0,3.7126027200000644,3.47998824,1.8555946248333333,1.0226552132949986,2.70460272,5.47660272,3,23.5,24.2,12.2,11.9,22.0,339,25.64,4.59,0.0,0.0,55678.81,50072.72,6.5,6.5,0.0,0.0,0.0,0.0,0.0,12.8,1,0
2024-07-29,941.0,885481.0,833237621.0,784076601361.0,737816081880701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20460272,2.86060272,4.07260272,2.71660272,4.19260272,2.74060272,0.0,0.0,0.0,0.0,0.0,3.712602720000065,3.7803170057142856,1.9047946248333332,1.0226552132949986,2.70460272,5.47660272,0,27.7,29.2,11.7,9.0,22.0,150,27.06,5.24,0.0,0.0,55507.82,49964.75,6.6,6.6,0.0,0.0,0.0,0.0,0.0,12.8,0,0
2024-07-30,942.0,887364.0,835896888.0,787414868496.0,741744806123232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.70460272,5.47660272,2.86060272,3.95260272,4.20460272,4.19260272,3.95260272,0.0,0.0,0.0,0.0,3.712602720000065,3.6911741485714282,1.8551946248333335,1.0226552132949986,2.70460272,5.47660272,3,31.4,33.8,16.6,11.5,24.8,183,26.07,5.57,0.0,0.0,55335.0,49682.83,6.6,6.6,0.0,0.0,0.0,0.0,0.0,17.5,0,0
2024-07-31,943.0,889249.0,838561807.0,790763784001.0,745690248312943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90460272,4.20460272,5.47660272,4.07260272,2.70460272,4.20460272,3.91660272,3.95260272,0.0,0.0,0.0,3.882317005714351,3.6903170057142853,1.984454784,0.9235952883771921,2.70460272,5.47660272,55,26.5,28.7,19.6,14.4,35.3,105,11.63,2.64,0.0,0.0,55160.29,18926.56,5.7,6.6,0.0,2.1,0.0,2.1,2.0,19.7,0,0
2024-08-01,944.0,891136.0,841232384.0,794123370496.0,749652461748224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00060272,2.70460272,4.20460272,2.86060272,2.71660272,2.70460272,3.98860272,3.91660272,3.95260272,0.0,0.0,3.889174148571493,3.6911741485714287,2.117808208,0.9243819400001528,2.70460272,5.47660272,63,20.9,23.4,20.8,14.0,21.2,99,4.5,0.92,0.0,0.0,54982.27,8734.57,4.85,6.45,0.0,20.7,0.0,20.7,10.0,18.7,0,0
2024-08-02,945.0,893025.0,843908625.0,797493650625.0,753631499840625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09660272,3.90460272,2.70460272,5.47660272,3.95260272,2.71660272,3.94060272,3.98860272,3.91660272,3.95260272,0.0,3.8926027200000646,3.702317005714286,2.2543616319999997,0.9252198037678679,2.70460272,5.47660272,45,26.5,29.0,18.0,9.7,22.0,77,21.52,4.06,0.0,0.0,54800.86,40705.09,6.5,6.5,0.0,0.0,0.0,0.0,0.0,16.4,0,0
2024-08-03,946.0,894916.0,846590536.0,800874647056.0,757627416114976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76460272,4.00060272,3.90460272,4.20460272,4.07260272,3.95260272,2.74060272,3.94060272,3.98860272,3.91660272,3.95260272,3.8788884342857792,3.7040312914285716,2.346515056,0.9435953882424695,2.70460272,5.47660272,51,22.4,23.7,18.2,11.5,27.7,246,17.22,3.18,0.0,0.0,54616.3,26848.87,5.85,6.45,0.0,0.3,0.0,0.3,3.0,17.3,1,0
2024-08-04,947.0,896809.0,849278123.0,804266382481.0,761640264209507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47660272,4.09660272,4.00060272,2.70460272,2.86060272,4.07260272,4.19260272,2.74060272,3.94060272,3.98860272,3.91660272,3.8788884342857792,3.7957455771428568,2.52906848,0.9435953882424695,2.70460272,5.47660272,61,19.7,20.6,16.9,14.8,31.0,280,6.29,1.41,0.0,0.0,54428.8,0.0,5.15,6.4,0.0,4.5,0.0,4.5,7.0,16.7,1,0
2024-08-05,948.0,898704.0,851971392.0,807668879616.0,765670097875968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71660272,2.76460272,4.09660272,3.90460272,5.47660272,2.86060272,4.20460272,4.19260272,2.74060272,3.94060272,3.98860272,4.094888434285779,3.9037455771428573,2.719621904,1.1752124304644809,2.70460272,5.71660272,3,25.2,27.0,14.9,10.4,20.5,203,25.1,4.53,0.0,0.0,54238.58,48397.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,15.0,0,0
2024-08-06,949.0,900601.0,854670349.0,811082161201.0,769716970979749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90460272,5.47660272,2.76460272,4.00060272,4.20460272,5.47660272,2.70460272,4.20460272,4.19260272,2.74060272,3.94060272,4.266317005714351,3.9894598628571427,2.8497753279999998,1.0152459094834196,2.76460272,5.71660272,3,28.1,29.4,15.4,13.3,25.9,189,23.8,4.77,0.0,0.0,54045.86,47863.57,6.4,6.45,0.0,0.0,0.0,0.0,0.0,16.0,0,0
2024-08-07,950.0,902500.0,857375000.0,814506250000.0,773780937500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71660272,5.71660272,5.47660272,4.09660272,2.70460272,4.20460272,2.71660272,2.70460272,4.20460272,4.19260272,2.74060272,4.096602720000065,3.9894598628571427,2.9403287519999997,1.172852797792505,2.71660272,5.71660272,63,21.9,22.1,16.4,15.1,29.5,267,14.13,2.78,0.0,0.0,53850.85,25522.81,5.45,6.15,0.0,6.5,0.0,6.5,5.0,15.9,0,0
2024-08-08,951.0,904401.0,860085351.0,817941168801.0,777862051529751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76460272,3.90460272,5.71660272,2.76460272,3.90460272,2.70460272,3.95260272,2.71660272,2.70460272,4.20460272,4.19260272,3.9200312914286366,3.9046027199999997,3.0324821760000003,1.2780367643378931,2.71660272,5.71660272,3,22.6,23.0,14.2,11.5,23.4,221,20.97,3.95,0.0,0.0,53653.73,46000.11,6.0,6.3,0.0,0.0,0.0,0.0,0.0,15.2,0,0
2024-08-09,952.0,906304.0,862801408.0,821386940416.0,781960367276032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76460272,2.71660272,3.90460272,5.47660272,4.00060272,3.90460272,4.07260272,3.95260272,2.71660272,2.70460272,4.20460272,3.729745577142922,3.8111741485714283,3.1246356,1.3447828182041295,2.71660272,5.71660272,3,23.0,23.5,17.1,18.7,39.6,220,12.74,3.01,0.0,0.0,53454.71,26309.73,5.15,6.35,0.0,0.0,0.0,0.0,0.0,18.5,0,0
2024-08-10,953.0,908209.0,865523177.0,824843587681.0,786075939059993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76460272,2.76460272,2.71660272,5.71660272,4.09660272,4.00060272,2.86060272,4.07260272,3.95260272,2.71660272,2.70460272,3.729745577142922,3.8043170057142857,3.216789024,1.3447828182041295,2.71660272,5.71660272,2,25.2,26.4,12.8,11.5,23.8,235,24.52,4.52,0.0,0.0,53253.99,46961.44,6.35,6.35,0.0,0.0,0.0,0.0,0.0,13.4,1,0
2024-08-11,954.0,910116.0,868250664.0,828311133456.0,790208821317024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.676102725,2.76460272,2.76460272,3.90460272,2.76460272,4.09660272,5.47660272,2.86060272,4.07260272,3.95260272,2.71660272,11.615388435000066,7.747138434642857,5.2393257815,21.661806574907068,2.71660272,60.676102725,3,28.0,30.2,15.4,13.3,28.1,57,24.22,4.89,0.0,0.0,53051.73,46838.42,6.3,6.3,0.0,0.0,0.0,0.0,0.0,15.3,1,0
2024-08-12,955.0,912025.0,870983875.0,831789600625.0,794359068596875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41660272,2.76460272,2.76460272,2.71660272,5.47660272,2.76460272,4.20460272,5.47660272,2.86060272,4.07260272,3.95260272,11.572531292142923,7.8337098632142865,5.419879205499999,21.67571451655154,2.71660272,60.676102725,3,33.8,36.5,18.8,12.2,23.8,179,22.76,4.98,0.0,0.0,52848.14,47207.58,6.3,6.3,0.0,0.0,0.0,0.0,0.0,18.1,0,0
2024-08-13,956.0,913936.0,873722816.0,835279012096.0,798526735563776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71660272,60.676102725,2.76460272,2.76460272,5.71660272,5.47660272,2.70460272,4.20460272,5.47660272,2.86060272,4.07260272,11.402817006428636,7.8345670060714285,5.5104326295,21.75028091977287,2.71660272,60.676102725,53,32.9,37.0,22.1,22.3,45.4,206,19.94,4.66,0.0,0.0,52643.38,33322.22,6.25,6.25,0.0,1.1,0.0,1.1,2.0,20.6,0,0
2024-08-14,957.0,915849.0,876467493.0,838779390801.0,802711876996557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77660272,5.41660272,60.676102725,2.76460272,3.90460272,5.71660272,3.90460272,2.70460272,4.20460272,5.47660272,2.86060272,11.411388435000065,7.7539955775,5.6029860535000005,21.746298767583912,2.71660272,60.676102725,55,21.7,23.3,17.0,10.8,19.8,222,5.59,1.37,0.0,0.0,52437.61,7052.71,3.65,5.95,0.0,1.1,0.0,1.1,1.0,17.1,0,0
2024-08-15,958.0,917764.0,879217912.0,842290759696.0,806914547788768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90860272,2.71660272,5.41660272,2.76460272,2.71660272,3.90460272,4.00060272,3.90460272,2.70460272,4.20460272,5.47660272,11.431959863571494,7.675995577500001,5.5681860535,21.736821908007077,2.71660272,60.676102725,3,26.4,27.9,14.6,12.2,25.6,218,19.33,3.86,0.0,0.0,52231.01,42761.61,6.15,6.15,0.0,0.0,0.0,0.0,0.0,14.6,0,0
2024-08-16,959.0,919681.0,881974079.0,845813141761.0,811134802948799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97660272,2.77660272,2.71660272,60.676102725,2.76460272,2.71660272,4.09660272,4.00060272,3.90460272,2.70460272,4.20460272,11.605102720714353,7.667424148928572,5.5701860535,21.660970973556918,2.71660272,60.676102725,53,22.2,23.5,14.6,11.5,25.9,209,7.02,1.62,0.0,0.0,52023.74,14295.29,5.2,6.15,0.0,1.6,0.0,1.6,5.0,15.7,0,0
2024-08-17,960.0,921600.0,884736000.0,849346560000.0,815372697600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13260272,2.90860272,2.77660272,5.41660272,2.76460272,2.76460272,2.76460272,4.09660272,4.00060272,3.90460272,2.70460272,11.80053129214292,7.765138434642857,5.5749860535,21.57391345590014,2.71660272,60.676102725,63,23.5,25.6,19.5,13.3,22.0,254,9.04,1.87,0.0,0.0,51815.96,9987.07,5.2,6.0,0.0,17.2,0.0,17.2,14.0,17.6,1,0
2024-08-18,961.0,923521.0,887503681.0,852891037441.0,819628286980801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27660272,3.97660272,2.90860272,2.71660272,2.76460272,2.76460272,5.47660272,2.76460272,4.09660272,4.00060272,3.90460272,3.7434598628572076,7.679424148928571,5.5861860535,0.9979703543379336,2.71660272,5.41660272,63,21.6,20.7,15.0,13.7,30.2,305,12.07,2.3,0.0,0.0,51607.81,27639.89,4.6,5.85,0.0,8.2,0.0,8.2,8.0,15.4,1,0
2024-08-19,962.0,925444.0,890277128.0,856446597136.0,823901626444832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42860272,4.13260272,3.97660272,2.77660272,60.676102725,2.76460272,5.71660272,5.47660272,2.76460272,4.09660272,4.00060272,3.7451741485714933,7.658852720357143,5.6757860535,1.0013281035677426,2.71660272,5.42860272,3,22.7,23.6,10.5,11.9,18.7,209,23.4,3.94,0.0,0.0,51399.45,46456.29,5.95,5.95,0.0,0.0,0.0,0.0,0.0,11.3,0,0
2024-08-20,963.0,927369.0,893056347.0,860013262161.0,828192771461043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72860272,4.27660272,4.13260272,2.90860272,5.41660272,60.676102725,3.90460272,5.71660272,5.47660272,2.76460272,4.09660272,3.746888434285779,7.574852720357143,5.6269860535000005,0.9992818704994618,2.72860272,5.42860272,65,24.2,24.5,12.2,13.7,33.8,199,21.12,3.89,0.0,0.0,51190.79,39171.4,6.0,6.0,0.0,18.2,0.0,18.2,5.0,13.3,0,0
2024-08-21,964.0,929296.0,895841344.0,863591055616.0,832501777613824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97660272,5.42860272,4.27660272,3.97660272,2.71660272,5.41660272,2.71660272,3.90460272,5.71660272,5.47660272,2.76460272,3.9183170057143504,7.6648527203571435,5.6193860534999995,0.9034180962951134,2.72860272,5.42860272,3,19.0,18.0,11.2,18.0,38.9,252,21.72,3.52,0.0,0.0,50980.32,45659.86,5.55,5.8,0.0,0.0,0.0,0.0,0.0,13.0,0,0
2024-08-22,965.0,931225.0,898632125.0,867180000625.0,836828700603125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.455102725,2.72860272,5.42860272,4.13260272,2.77660272,2.71660272,2.76460272,2.71660272,3.90460272,5.71660272,5.47660272,12.424959863571493,11.92845986357143,7.611069387,22.075219651495047,2.72860272,62.455102725,3,22.5,21.1,9.6,16.9,38.5,194,22.39,4.05,0.0,0.0,50767.91,45419.53,5.9,5.9,0.0,0.0,0.0,0.0,0.0,11.3,0,0
2024-08-23,966.0,933156.0,901428696.0,870780120336.0,841173596244576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80060272,3.97660272,2.72860272,4.27660272,2.90860272,2.77660272,2.76460272,2.76460272,2.71660272,3.90460272,5.71660272,12.256959863571494,11.931031292142858,7.613869386999999,22.154562660139078,2.72860272,62.455102725,55,21.1,21.0,12.9,23.0,50.8,197,12.22,2.58,0.0,0.0,50553.71,25500.75,5.3,5.8,0.0,3.0,0.0,3.0,6.0,15.4,0,0
2024-08-24,967.0,935089.0,904231063.0,874391437921.0,845536520469607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.060602719999999,62.455102725,3.97660272,5.42860272,3.97660272,2.90860272,2.76460272,2.76460272,2.76460272,2.71660272,3.90460272,12.24667414928578,12.023602720714285,7.617469387,22.15897948473491,2.72860272,62.455102725,65,29.1,30.2,15.1,20.2,47.5,199,20.86,4.04,0.0,0.0,50337.91,41547.69,5.85,5.85,0.0,12.0,0.0,12.0,3.0,16.4,1,0
2024-08-25,968.0,937024.0,907039232.0,878013976576.0,849917529325568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47660272,2.80060272,62.455102725,2.72860272,4.13260272,3.97660272,60.676102725,2.76460272,2.76460272,2.76460272,2.71660272,12.41810272071435,8.080781291785714,7.664269387,22.0915834090476,2.72860272,62.455102725,51,19.2,18.3,10.8,20.2,47.2,229,18.72,3.19,0.0,0.0,50120.66,43591.75,5.6,5.6,0.0,0.2,0.0,0.2,1.0,12.4,1,0
2024-08-26,969.0,938961.0,909853209.0,881647759521.0,854316678975849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.85260275,4.060602719999999,2.80060272,3.97660272,4.27660272,4.13260272,5.41660272,60.676102725,2.76460272,2.76460272,2.76460272,65.19295986785721,34.46906700821429,20.064002721333335,138.28825162080287,2.72860272,374.85260275,55,21.0,20.6,8.6,12.6,24.5,202,19.8,3.39,0.0,0.0,49902.14,38989.32,5.55,5.55,0.0,1.0,0.0,1.0,1.0,10.4,0,0
2024-08-27,970.0,940900.0,912673000.0,885292810000.0,858734025700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.437102755,5.47660272,4.060602719999999,62.455102725,5.42860272,4.27660272,2.71660272,5.41660272,60.676102725,2.76460272,2.76460272,145.15131701571434,74.449102725,38.6293527225,228.52367229502653,2.80060272,562.437102755,3,25.6,25.7,8.9,11.2,19.8,166,20.48,3.87,0.0,0.0,49682.51,45427.02,5.7,5.7,0.0,0.0,0.0,0.0,0.0,11.1,0,0
2024-08-28,971.0,942841.0,915498611.0,888949151281.0,863169625893851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.26460275,374.85260275,5.47660272,2.80060272,2.72860272,5.42860272,2.77660272,2.71660272,5.41660272,60.676102725,2.76460272,204.62103130571435,104.26967415571428,52.498019390166654,239.5617193968102,2.80060272,562.437102755,3,28.7,30.2,13.6,12.2,30.2,178,21.45,4.37,0.0,0.0,49461.91,44959.36,5.65,5.65,0.0,0.0,0.0,0.0,0.0,14.8,0,0
2024-08-29,972.0,944784.0,918330048.0,892616806656.0,867623536069632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80060272,562.437102755,374.85260275,4.060602719999999,3.97660272,2.72860272,2.90860272,2.77660272,2.71660272,5.41660272,60.676102725,196.09895987642864,104.26195987000001,52.50121939016666,246.42472097218604,2.80060272,562.437102755,51,27.3,28.8,17.7,15.1,28.8,238,19.16,4.23,0.0,0.0,49240.49,38359.03,5.55,5.65,0.0,0.2,0.0,0.2,1.0,18.2,0,0
2024-08-30,973.0,946729.0,921167317.0,896295799441.0,872095812856093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02460272,420.26460275,562.437102755,5.47660272,62.455102725,3.97660272,3.97660272,2.90860272,2.77660272,2.71660272,5.41660272,196.2738170192858,104.26538844142858,52.505219390166666,246.26508360228982,2.80060272,562.437102755,53,20.1,20.2,15.0,15.8,34.6,22,6.74,1.72,0.0,0.0,49018.41,4495.66,4.1,5.45,0.0,1.3,0.0,1.3,4.0,16.1,0,0
2024-08-31,974.0,948676.0,924010424.0,899986152976.0,876586512998624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83660272,2.80060272,420.26460275,374.85260275,2.80060272,62.455102725,4.13260272,3.97660272,2.90860272,2.77660272,2.71660272,196.09895987642864,104.17281701285715,52.46641939016667,246.42469116997947,2.80060272,562.437102755,63,25.9,28.1,14.1,14.8,36.0,41,19.11,3.5,0.0,0.0,48795.81,41792.18,5.5,5.45,0.0,6.2,0.0,6.2,1.0,14.8,1,0
2024-09-01,975.0,950625.0,926859375.0,903687890625.0,881095693359375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26460272,4.02460272,2.80060272,562.437102755,4.060602719999999,2.80060272,4.27660272,4.13260272,3.97660272,2.90860272,2.77660272,195.92581701928574,104.17195987,52.472019390166665,246.58132471793928,2.80060272,562.437102755,61,31.2,33.6,19.6,12.2,28.8,171,17.47,3.79,0.0,0.0,48572.83,42214.17,5.5,5.5,0.0,2.7,0.0,2.7,2.0,17.7,1,0
2024-09-02,976.0,952576.0,929714176.0,907401035776.0,885623410917376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25260272,2.83660272,4.02460272,420.26460275,5.47660272,4.060602719999999,5.42860272,4.27660272,4.13260272,3.97660272,2.90860272,142.9829598721429,104.08795986999999,52.52161939016666,241.4944104824133,2.80060272,562.437102755,51,26.6,29.0,20.2,17.3,23.8,222,13.65,2.72,0.0,0.0,48349.6,30502.23,5.45,5.45,0.0,0.3,0.0,0.3,1.0,19.2,0,0
2024-09-03,977.0,954529.0,932574833.0,911125611841.0,890169722768657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77660272,4.26460272,2.83660272,2.80060272,374.85260275,5.47660272,2.72860272,5.42860272,4.27660272,4.13260272,3.97660272,63.03145986714292,104.09138844142858,52.43161939016667,157.52653210301457,2.77660272,420.26460275,51,23.5,25.3,18.5,12.2,27.4,205,4.2,1.09,0.0,0.0,48126.27,7030.05,4.8,5.4,0.0,0.4,0.0,0.4,2.0,17.7,0,0
2024-09-04,978.0,956484.0,935441352.0,914861642256.0,894734686126368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97660272,4.25260272,4.26460272,4.02460272,562.437102755,374.85260275,3.97660272,2.72860272,5.42860272,4.27660272,4.13260272,3.561745577142922,104.09138844142856,52.37361939016667,0.7163859491613752,2.77660272,4.26460272,53,19.6,19.9,16.2,8.3,18.4,343,3.25,0.8,0.0,0.0,47902.96,264.99,1.65,5.1,0.0,3.3,0.0,3.3,9.0,15.5,0,0
2024-09-05,979.0,958441.0,938313739.0,918609150481.0,899318358320899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07260272,2.77660272,4.25260272,2.83660272,420.26460275,562.437102755,62.455102725,3.97660272,2.72860272,5.42860272,4.27660272,3.7434598628572076,99.92120986964287,52.37921939016666,0.6493264419078448,2.77660272,4.26460272,65,24.7,27.0,15.0,15.8,29.2,14,10.12,1.84,0.0,0.0,47679.8,17710.37,5.3,5.3,0.0,16.9,0.0,16.9,4.0,15.0,0,0
2024-09-06,980.0,960400.0,941192000.0,922368160000.0,903920796800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84860272,3.97660272,2.77660272,4.26460272,2.80060272,420.26460275,2.80060272,62.455102725,3.97660272,2.72860272,5.42860272,3.575459862857208,99.92463844107142,52.383619390166665,0.7134317263454234,2.77660272,4.26460272,63,18.9,20.9,15.5,22.0,32.0,214,3.87,0.79,0.0,0.0,47456.93,134.14,2.55,5.05,0.0,10.0,0.0,10.0,8.0,15.3,0,0
2024-09-07,981.0,962361.0,944076141.0,926138694321.0,908542059128901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81260272,4.07260272,3.97660272,4.25260272,4.02460272,2.80060272,4.060602719999999,2.80060272,62.455102725,3.97660272,2.72860272,3.5720312914286363,99.83549558392858,52.38521939016666,0.717619656233901,2.77660272,4.26460272,61,26.7,28.5,13.6,14.0,31.0,135,17.67,3.38,0.0,0.0,47234.48,37192.61,5.0,5.2,0.0,1.9,0.0,1.9,1.0,13.4,1,0
2024-09-08,982.0,964324.0,946966168.0,929920776976.0,913182202990432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.597102725,2.84860272,4.07260272,2.77660272,2.83660272,4.02460272,5.47660272,4.060602719999999,2.80060272,62.455102725,3.97660272,11.619531292142922,103.77267415571428,54.312969390333336,21.606839930976896,2.77660272,60.597102725,65,20.3,20.0,13.2,14.8,34.2,193,18.66,3.07,0.0,0.0,47012.56,40305.48,5.1,5.1,0.0,10.6,0.0,10.6,2.0,14.2,1,0
