,trend,trend_squared,trend_cubed,trend**4,trend**5,"cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)",lag_1,lag_3,lag_4,lag_6,lag_9,lag_10,lag_15,lag_16,lag_17,lag_18,lag_19,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,weather_weather_code (wmo code),weather_temperature_2m_max (°C),weather_apparent_temperature_max (°C),weather_apparent_temperature_min (°C),weather_wind_speed_10m_max (km/h),weather_wind_gusts_10m_max (km/h),weather_wind_direction_10m_dominant (°),weather_shortwave_radiation_sum (MJ/m²),weather_et0_fao_evapotranspiration (mm),weather_sunrise (iso8601),weather_sunset (iso8601),weather_daylight_duration (s),weather_sunshine_duration (s),weather_uv_index_max (),weather_uv_index_clear_sky_max (),weather_rain_sum (mm),weather_showers_sum (mm),weather_snowfall_sum (cm),weather_precipitation_sum (mm),weather_precipitation_hours (h),weather_temperature_2m_min (°C),is_weekend,is_holiday
2024-03-15,805.0,648025.0,521660125.0,419936400625.0,338048802503125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.921102725,4535.26760119,4519.09360119,3830.73360169,13949.81759965,13430.3585984,12740.4915984,15529.17059915,15643.0355984,14378.9505984,13599.3495984,2926.99410193,6819.523207977143,6687.0837842431665,1982.7984904895593,84.921102725,4535.26760119,61,14.2,9.9,5.7,29.3,55.8,219,8.83,1.51,0.0,0.0,42744.27,28240.2,3.1,4.0,4.0,0.0,0.0,4.0,8.0,9.2,0,0
2024-03-16,806.0,649636.0,523606616.0,422026932496.0,340153707591776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.588102675,107.454102675,4535.26760119,4158.94460119,4943.465102295,13949.81759965,11760.7945989,12740.4915984,15529.17059915,15643.0355984,14378.9505984,2478.000387619286,5987.2941725325,6687.574284241501,2236.4244303661485,84.921102725,4535.26760119,51,9.5,6.3,1.6,22.4,39.6,272,7.28,1.07,0.0,0.0,42974.1,18066.73,2.8,4.05,1.6,0.0,0.0,1.6,13.0,4.6,1,0
2024-03-17,807.0,651249.0,525557943.0,424125260001.0,342269084820807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4394.04660119,84.921102725,107.454102675,4519.09360119,3252.54410285,4943.465102295,9699.404099895,11760.7945989,12740.4915984,15529.17059915,15643.0355984,2558.4736732621427,5608.3400654821435,6831.102500857,2302.374849751332,84.921102725,4535.26760119,3,14.4,11.8,0.4,16.3,31.7,174,8.7,1.56,0.0,0.0,43204.73,13712.38,2.4,4.1,0.0,0.0,0.0,0.0,0.0,4.2,1,0
2024-03-18,808.0,652864.0,527514112.0,426231402496.0,344394973216768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4832.36710228,109.588102675,84.921102725,4535.26760119,3830.73360169,3252.54410285,8664.01259998,9699.404099895,11760.7945989,12740.4915984,15529.17059915,2654.6768877035715,5334.651101360714,6988.3723675105,2392.692988340095,84.921102725,4832.36710228,51,14.1,11.3,6.3,15.7,32.4,240,11.95,1.65,0.0,0.0,43436.03,34178.46,3.15,4.05,0.7,0.0,0.0,0.7,6.0,7.8,0,0
2024-03-19,809.0,654481.0,529475129.0,428345379361.0,346531411903049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3393.4566017800003,4394.04660119,109.588102675,107.454102675,4158.94460119,3830.73360169,12536.51359905,8664.01259998,9699.404099895,11760.7945989,12740.4915984,2493.871602073571,4681.5756015557145,6966.7850008635005,2281.761593736609,84.921102725,4832.36710228,3,16.2,14.0,3.9,13.5,28.8,197,10.45,1.74,0.0,0.0,43667.85,27718.22,4.0,4.25,0.0,0.0,0.0,0.0,0.0,6.2,0,0
2024-03-20,810.0,656100.0,531441000.0,430467210000.0,348678440100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2917.05660242,4832.36710228,4394.04660119,84.921102725,4519.09360119,4158.94460119,13430.3585984,12536.51359905,8664.01259998,9699.404099895,11760.7945989,2262.6986022492856,3930.625458985714,6928.246467571167,2116.456041447742,84.921102725,4832.36710228,3,18.0,16.2,4.4,10.7,22.0,185,13.18,2.17,0.0,0.0,43900.06,31570.33,3.6,4.3,0.0,0.0,0.0,0.0,0.0,7.0,0,0
2024-03-21,811.0,657721.0,533411731.0,432596913841.0,350836097125051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.880102675,3393.4566017800003,4832.36710228,109.588102675,4535.26760119,4519.09360119,13949.81759965,13430.3585984,12536.51359905,8664.01259998,9699.404099895,2263.6166022492857,2942.344209201786,6780.386484286833,2115.366526333098,84.921102725,4832.36710228,3,12.8,10.1,4.4,14.6,31.3,281,11.65,1.56,0.0,0.0,44132.52,28681.95,3.8,4.3,0.0,0.0,0.0,0.0,0.0,6.8,0,0
2024-03-22,812.0,659344.0,535387328.0,434734510336.0,353004422392832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.807102675,2917.05660242,3393.4566017800003,4394.04660119,107.454102675,4535.26760119,4943.465102295,13949.81759965,13430.3585984,12536.51359905,8664.01259998,2267.600316527857,2597.2972092289283,6583.866134331167,2110.600608765934,109.588102675,4832.36710228,61,12.9,9.7,6.4,17.9,34.9,238,10.22,1.53,0.0,0.0,44365.11,25751.6,4.1,4.45,3.5,0.0,0.0,3.5,6.0,9.0,0,0
2024-03-23,813.0,660969.0,537367797.0,436880018961.0,355183455415293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.172102675,113.880102675,2917.05660242,4832.36710228,84.921102725,107.454102675,3252.54410285,4943.465102295,13949.81759965,13430.3585984,12536.51359905,2268.8266022421426,2373.4134949307145,6583.714667664501,2109.1397923984237,112.807102675,4832.36710228,73,8.2,5.2,-1.0,27.5,56.9,267,12.28,1.38,0.0,0.0,44597.66,37889.88,4.35,4.4,11.6,0.0,0.63,12.5,17.0,3.6,1,0
2024-03-24,814.0,662596.0,539353144.0,439033459216.0,357373235801824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6488.415601275,112.807102675,113.880102675,3393.4566017800003,109.588102675,84.921102725,3830.73360169,3252.54410285,4943.465102295,13949.81759965,13430.3585984,2568.0221736828576,2563.2479234725,6776.876950949833,2561.007917803518,112.807102675,6488.415601275,71,8.7,2.2,-2.3,31.8,63.0,264,10.49,1.45,0.0,0.0,44830.07,26395.16,3.45,4.25,2.6,0.0,0.07,2.7,15.0,2.8,1,0
2024-03-25,815.0,664225.0,541343375.0,441194850625.0,359573803259375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7661.343601345,118.172102675,112.807102675,2917.05660242,4394.04660119,109.588102675,4158.94460119,3830.73360169,3252.54410285,4943.465102295,13949.81759965,2972.1616735492858,2813.4192806264286,6871.3349008945,3136.4505786176683,112.807102675,7661.343601345,3,11.2,7.6,-2.4,15.2,29.5,160,15.31,2.17,0.0,0.0,45062.18,40019.28,4.55,4.55,0.0,0.0,0.0,0.0,0.0,1.0,0,0
2024-03-26,816.0,665856.0,543338496.0,443364212736.0,361785197592576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7077.180601045,6488.415601275,118.172102675,113.880102675,4832.36710228,4394.04660119,4519.09360119,4158.94460119,3830.73360169,3252.54410285,4943.465102295,3498.407959158572,2996.1397806160717,6819.4212342155,3506.16310467223,112.807102675,7661.343601345,3,14.7,11.9,0.3,22.7,42.8,159,12.1,2.61,0.0,0.0,45293.87,31177.99,3.5,4.5,0.0,0.0,0.0,0.0,0.0,5.6,0,0
2024-03-27,817.0,667489.0,545338513.0,445541565121.0,364007458703857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3213.84410223,7661.343601345,6488.415601275,112.807102675,3393.4566017800003,4832.36710228,4535.26760119,4519.09360119,4158.94460119,3830.73360169,3252.54410285,3540.806173417143,2901.752387833214,6473.2377176765,3499.750044123888,112.807102675,7661.343601345,53,10.3,6.1,1.5,21.6,42.1,199,6.3,1.36,0.0,0.0,45524.98,10583.12,2.95,4.4,2.1,0.0,0.0,2.1,7.0,6.2,0,0
2024-03-28,818.0,669124.0,547343432.0,447726927376.0,366240626593568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.185102675,7077.180601045,7661.343601345,118.172102675,2917.05660242,3393.4566017800003,107.454102675,4535.26760119,4519.09360119,4158.94460119,3830.73360169,3545.421173417143,2904.518887833214,5998.812201152334,3494.495267800733,112.807102675,7661.343601345,55,10.0,4.2,-0.3,33.6,67.3,198,11.87,2.2,0.0,0.0,45755.38,26824.69,4.4,4.4,2.5,0.0,0.0,2.5,7.0,5.4,0,0
2024-03-29,819.0,670761.0,549353259.0,449920319121.0,368484741360099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.306102675,3213.84410223,7077.180601045,6488.415601275,113.880102675,2917.05660242,84.921102725,107.454102675,4535.26760119,4519.09360119,4158.94460119,3546.492459131429,2907.0463878296428,5481.387884628167,3493.2685008858284,118.172102675,7661.343601345,53,12.9,8.6,2.3,31.3,59.4,194,9.24,1.81,0.0,0.0,45984.92,17560.61,3.55,4.55,3.3,0.0,0.0,3.3,13.0,6.6,0,0
2024-03-30,820.0,672400.0,551368000.0,452121760000.0,370739843200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.922102675,146.185102675,3213.84410223,7661.343601345,112.807102675,113.880102675,109.588102675,84.921102725,107.454102675,4535.26760119,4519.09360119,3545.742459131429,2907.2845306867857,4967.512934745667,3494.127690483695,112.922102675,7661.343601345,53,15.8,12.2,3.7,35.4,67.3,194,11.26,1.76,0.0,0.0,46213.47,21868.82,4.45,4.65,1.2,0.0,0.0,1.2,3.0,5.8,1,0
2024-03-31,821.0,674041.0,553387661.0,454331269681.0,373005972408101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3324.26560163,120.306102675,146.185102675,7077.180601045,118.172102675,112.807102675,4394.04660119,109.588102675,84.921102725,107.454102675,4535.26760119,3093.721030610714,2830.871602146786,4653.6387348533335,3245.8443451704957,112.922102675,7661.343601345,61,16.0,12.4,3.5,19.6,39.6,157,11.57,2.0,0.0,0.0,46440.87,31635.48,3.75,4.6,3.1,0.0,0.0,3.1,4.0,5.8,1,0
2024-04-01,822.0,675684.0,555412248.0,456548867856.0,375283169377632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2984.412602175,112.922102675,120.306102675,3213.84410223,6488.415601275,118.172102675,4832.36710228,4394.04660119,109.588102675,84.921102725,107.454102675,2425.588030729286,2698.8748521392854,4361.092668295833,2557.2443998564645,112.922102675,7077.180601045,55,12.6,7.8,3.6,23.8,46.1,221,9.84,1.68,0.0,0.0,46666.97,18214.97,3.05,4.55,3.2,0.0,0.0,3.2,11.0,7.7,0,0
2024-04-02,823.0,677329.0,557441767.0,458774574241.0,377571474600343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3880.61060144,3324.26560163,112.922102675,146.185102675,7661.343601345,6488.415601275,3393.4566017800003,4832.36710228,4394.04660119,109.588102675,84.921102725,1968.9351736428569,2733.6715664007143,4167.132885014001,1744.374192532874,112.922102675,3880.61060144,51,12.1,7.7,2.2,33.7,64.1,221,8.01,1.72,0.0,0.0,46891.86,5987.36,3.4,4.55,0.9,0.0,0.0,0.9,9.0,6.8,0,0
2024-04-03,824.0,678976.0,559476224.0,461008408576.0,379870928666624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3258.910101925,2984.412602175,3324.26560163,120.306102675,7077.180601045,7661.343601345,2917.05660242,3393.4566017800003,4832.36710228,4394.04660119,109.588102675,1975.3731735992858,2758.089673508214,3986.9628017455,1749.809269685545,112.922102675,3880.61060144,61,13.9,10.3,5.0,30.0,55.1,210,6.84,1.31,0.0,0.0,47117.14,12987.68,1.9,4.75,3.9,0.0,0.0,3.9,14.0,8.6,0,0
2024-04-04,825.0,680625.0,561515625.0,463250390625.0,382181572265625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.153102675,3880.61060144,2984.412602175,112.922102675,3213.84410223,7077.180601045,113.880102675,2917.05660242,3393.4566017800003,4832.36710228,4394.04660119,1971.0828878850002,2758.2520306510714,3572.950785199667,1755.0705735629829,112.922102675,3880.61060144,63,14.4,9.9,4.9,35.3,69.5,222,10.97,1.95,0.0,0.0,47342.99,26063.49,4.25,4.85,9.5,0.0,0.0,9.5,13.0,8.4,0,0
2024-04-05,826.0,682276.0,563559976.0,465500540176.0,384503446185376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.827102725,3258.910101925,3880.61060144,3324.26560163,146.185102675,3213.84410223,112.807102675,113.880102675,2917.05660242,3393.4566017800003,4832.36710228,1967.728745035,2757.110602083215,3128.4997353438334,1759.2146731204543,96.827102725,3880.61060144,53,16.8,13.5,8.7,31.8,65.2,205,9.24,1.85,0.0,0.0,47569.3,16280.66,3.8,5.05,4.0,0.0,0.0,4.0,12.0,11.4,0,0
2024-04-06,827.0,683929.0,565609283.0,467758877041.0,386836591312907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.510102725,116.153102675,3258.910101925,2984.412602175,120.306102675,146.185102675,118.172102675,112.807102675,113.880102675,2917.05660242,3393.4566017800003,1960.812745042143,2753.277602086786,2665.6561521129997,1767.7960053522424,64.510102725,3880.61060144,3,23.5,22.0,9.8,28.7,54.7,178,19.56,4.07,0.0,0.0,47795.93,42413.32,5.2,5.25,0.0,0.0,0.0,0.0,0.0,13.0,1,0
2024-04-07,828.0,685584.0,567663552.0,470025421056.0,389181048634368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.919102755,96.827102725,116.153102675,3880.61060144,112.922102675,120.306102675,6488.415601275,118.172102675,112.807102675,113.880102675,2917.05660242,1549.62038806,2321.670709335357,2515.7379521283337,1732.1932760451762,64.510102725,3880.61060144,53,18.8,16.8,11.0,27.7,53.6,211,16.25,3.39,0.0,0.0,48022.74,36264.18,4.75,5.25,2.2,0.0,0.0,2.2,6.0,13.4,1,0
2024-04-08,829.0,687241.0,569722789.0,472300192081.0,391536859235149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.633102775,64.510102725,96.827102725,3258.910101925,3324.26560163,112.922102675,7661.343601345,6488.415601275,118.172102675,112.807102675,113.880102675,1213.6518881457143,1819.6199594375,2428.4075854591665,1632.7417853926672,64.510102725,3880.61060144,53,20.3,18.8,9.9,17.1,38.9,158,13.23,2.48,0.0,0.0,48249.59,34411.0,4.2,5.25,1.7,0.0,0.0,1.7,7.0,11.2,0,0
2024-04-09,830.0,688900.0,571787000.0,474583210000.0,393904064300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.17260276,445.919102755,64.510102725,116.153102675,2984.412602175,3324.26560163,7077.180601045,7661.343601345,6488.415601275,118.172102675,112.807102675,742.4464597628573,1355.690816702857,2320.1222188281668,1134.822294891435,64.510102725,3258.910101925,53,14.1,13.3,2.6,37.2,69.5,225,11.62,2.04,0.0,0.0,48476.36,23372.47,4.9,5.2,1.3,0.0,0.0,1.3,6.0,7.1,0,0
2024-04-10,831.0,690561.0,573856191.0,476874494721.0,396282705113151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3939.71660139,632.633102775,445.919102755,96.827102725,3880.61060144,2984.412602175,3213.84410223,7077.180601045,7661.343601345,6488.415601275,118.172102675,839.7045311150001,1407.538852357143,2312.8146188348333,1387.483514317108,64.510102725,3939.71660139,3,12.9,9.9,1.3,17.8,34.6,229,17.18,2.61,0.0,0.0,48702.89,44851.57,5.35,5.35,0.0,0.0,0.0,0.0,0.0,4.4,0,0
2024-04-11,832.0,692224.0,575930368.0,479174066176.0,398672823058432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.991102775,582.17260276,632.633102775,64.510102725,3258.910101925,3880.61060144,146.185102675,3213.84410223,7077.180601045,7661.343601345,6488.415601275,1007.3956739864286,1489.239280935714,2205.1778688876666,1356.0390915117216,64.510102725,3939.71660139,3,15.2,13.0,2.9,20.0,40.7,208,9.57,2.08,0.0,0.0,48929.04,10794.68,1.3,5.3,0.0,0.0,0.0,0.0,0.0,7.4,0,0
2024-04-12,833.0,693889.0,578009537.0,481481944321.0,401074459619393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.586102725,3939.71660139,582.17260276,445.919102755,116.153102675,3258.910101925,120.306102675,146.185102675,3213.84410223,7077.180601045,7661.343601345,1004.7898168435714,1486.2592809392856,2056.6218189388333,1358.0965030454222,64.510102725,3939.71660139,51,18.8,17.3,10.5,19.4,37.8,217,10.74,2.01,0.0,0.0,49154.65,19917.0,4.65,5.55,0.4,0.0,0.0,0.4,4.0,12.1,0,0
2024-04-13,834.0,695556.0,580093704.0,483798149136.0,403487656379424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.717102725,1289.991102775,3939.71660139,632.633102775,96.827102725,116.153102675,112.922102675,120.306102675,146.185102675,3213.84410223,7077.180601045,1005.2479597007142,1483.0303523714285,2055.2972522738332,1357.7269319837308,67.717102725,3939.71660139,3,21.9,20.3,9.7,22.2,43.2,210,19.79,3.51,0.0,0.0,49379.59,45503.6,5.45,5.75,0.0,0.0,0.0,0.0,0.0,11.6,1,0
2024-04-14,835.0,697225.0,582182875.0,486122700625.0,405912455021875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.19060276,78.586102725,1289.991102775,582.17260276,64.510102725,96.827102725,3324.26560163,112.922102675,120.306102675,146.185102675,3213.84410223,1019.7153168442857,1284.667852452143,2070.7062356083334,1351.2979668994797,67.717102725,3939.71660139,53,15.6,13.6,6.7,17.0,32.8,269,15.22,2.57,0.0,0.0,49603.7,32766.76,4.15,5.6,0.7,0.0,0.0,0.7,3.0,8.9,1,0
2024-04-15,836.0,698896.0,584277056.0,488455618816.0,408348897330176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426.977102555,67.717102725,78.586102725,3939.71660139,445.919102755,64.510102725,2984.412602175,3324.26560163,112.922102675,120.306102675,146.185102675,1276.0501739557144,1244.8510310507143,2147.952535604333,1433.331629012201,67.717102725,3939.71660139,63,11.1,7.0,0.1,42.0,92.5,240,11.88,1.76,0.0,0.0,49826.81,29649.38,5.2,5.5,7.6,0.0,0.0,7.6,11.0,5.6,0,0
2024-04-16,837.0,700569.0,586376253.0,490796923761.0,410797025187957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5131.831601225,547.19060276,67.717102725,1289.991102775,632.633102775,445.919102755,3880.61060144,2984.412602175,3324.26560163,112.922102675,120.306102675,1926.001459450714,1334.223959606786,2172.5453689388332,1989.7723893622774,67.717102725,5131.831601225,71,9.0,3.2,-2.0,33.5,78.1,271,8.72,1.17,0.0,0.0,50048.77,13627.26,2.35,5.25,14.8,0.0,0.28,15.2,20.0,3.5,0,0
2024-04-17,838.0,702244.0,588480472.0,493146635536.0,413256880579168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6812.03460133,2426.977102555,547.19060276,78.586102725,582.17260276,632.633102775,3258.910101925,3880.61060144,2984.412602175,3324.26560163,112.922102675,2336.3326022992856,1588.018566707143,2238.5342855738336,2658.15834215904,67.717102725,6812.03460133,73,7.8,4.9,-0.9,16.6,37.8,300,12.84,1.39,0.0,0.0,50269.4,23929.49,5.05,5.4,3.7,0.0,0.7,4.7,14.0,2.1,0,0
2024-04-18,839.0,703921.0,590589719.0,495504774241.0,415728505588199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4967.162102995,5131.831601225,2426.977102555,67.717102725,3939.71660139,582.17260276,116.153102675,3258.910101925,3880.61060144,2984.412602175,3324.26560163,2861.6427451878576,1934.519209587143,2290.9911356143334,2777.577263746564,67.717102725,6812.03460133,51,9.5,5.7,-1.7,15.8,32.0,320,14.55,1.92,0.0,0.0,50488.55,33173.35,5.2,5.5,0.7,0.0,0.0,0.7,6.0,1.2,0,0
2024-04-19,840.0,705600.0,592704000.0,497871360000.0,418211942400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3095.72310284,6812.03460133,5131.831601225,547.19060276,1289.991102775,3939.71660139,96.827102725,116.153102675,3258.910101925,3880.61060144,2984.412602175,3292.6623166328573,2148.7260667382143,2296.9466856283334,2493.2761906907635,67.717102725,6812.03460133,61,9.4,4.4,-0.4,32.1,68.0,278,7.07,1.19,0.0,0.0,50706.03,19497.32,2.45,5.4,8.4,0.0,0.0,8.4,19.0,4.5,0,0
2024-04-20,841.0,707281.0,594823321.0,500246412961.0,420707233300201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.412102745,4967.162102995,6812.03460133,2426.977102555,78.586102725,1289.991102775,64.510102725,96.827102725,116.153102675,3258.910101925,3880.61060144,3424.333030921429,2214.7904953110715,2326.131085630667,2312.3540189761566,547.19060276,6812.03460133,51,8.3,3.8,-0.5,25.2,47.2,319,12.2,1.64,0.0,0.0,50921.66,23853.37,3.95,5.55,2.8,0.0,0.0,2.8,16.0,4.1,1,0
2024-04-21,842.0,708964.0,596947688.0,502629953296.0,423214420675232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7063.53160133,3095.72310284,4967.162102995,5131.831601225,67.717102725,78.586102725,445.919102755,64.510102725,96.827102725,116.153102675,3258.910101925,4355.23888786,2687.477102352143,2557.8219022525,2272.3557649867325,989.412102745,7063.53160133,73,8.1,3.1,-2.3,25.0,49.0,3,16.28,1.81,0.0,0.0,51135.26,38625.54,4.7,5.55,2.5,0.0,0.42,3.1,14.0,1.6,1,0
2024-04-22,843.0,710649.0,599077107.0,505022001201.0,425733547012443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8607.98160112,989.412102745,3095.72310284,6812.03460133,547.19060276,67.717102725,632.633102775,445.919102755,64.510102725,96.827102725,116.153102675,5238.239530512142,3257.144852233929,2840.8155522006664,2578.481480253461,989.412102745,8607.98160112,73,8.4,5.4,-3.8,15.2,33.8,13,16.11,1.8,0.0,0.0,51346.88,40431.9,4.7,5.65,1.5,0.0,0.42,2.1,8.0,-0.4,0,0
2024-04-23,844.0,712336.0,601211584.0,507422576896.0,428264654900224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9205.86159994,7063.53160133,989.412102745,4967.162102995,2426.977102555,547.19060276,582.17260276,632.633102775,445.919102755,64.510102725,96.827102725,5820.243816042857,3873.122637746786,2931.3970854895,2979.1217884868793,989.412102745,9205.86159994,51,8.4,5.5,-5.4,13.0,26.3,327,16.26,2.11,0.0,0.0,51558.08,28440.96,5.4,5.75,0.2,0.0,0.0,0.2,2.0,-1.9,0,0
2024-04-24,845.0,714025.0,603351125.0,509831700625.0,430807787028125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8387.174600285,8607.98160112,7063.53160133,3095.72310284,5131.831601225,2426.977102555,3939.71660139,582.17260276,632.633102775,445.919102755,64.510102725,6045.2638158935715,4190.798209096429,2955.5914521208333,3122.5536149868162,989.412102745,9205.86159994,73,7.3,2.5,-1.2,24.3,46.1,295,14.61,1.56,0.0,0.0,51769.05,31149.62,5.2,5.65,4.6,0.0,0.91,5.9,20.0,2.8,0,0
2024-04-25,846.0,715716.0,605495736.0,512249392656.0,433362986186976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5277.132103035,9205.86159994,8607.98160112,989.412102745,6812.03460133,5131.831601225,1289.991102775,3939.71660139,582.17260276,632.633102775,445.919102755,6089.545244470714,4475.593994829285,2895.5898355205,3106.875267889207,989.412102745,9205.86159994,51,8.9,3.8,-2.3,22.0,43.9,228,15.36,2.13,0.0,0.0,51979.63,29853.76,4.75,5.75,1.1,0.0,0.0,1.1,7.0,1.0,0,0
2024-04-26,847.0,717409.0,607645423.0,514675673281.0,435930295269007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985.20410284,8387.174600285,9205.86159994,7063.53160133,4967.162102995,6812.03460133,78.586102725,1289.991102775,3939.71660139,582.17260276,632.633102775,6073.756815899285,4683.209566266071,2887.9685022075,3124.8536383830647,989.412102745,9205.86159994,53,12.8,9.8,1.5,19.8,39.2,210,13.1,2.29,0.0,0.0,52189.67,22923.31,3.8,5.75,1.0,0.0,0.0,1.0,4.0,5.8,0,0
